Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
A549,8.0,control,7,3,0.0,2,1184.394686791842,1187.9622471098266,0.9969969076654885
A549,8.0,control,7,3,0.0,3,1010.4256294964028,969.8119332901555,1.0418779093266697
A549,8.0,control,7,3,0.0,4,858.7144138755981,1009.8389268488746,0.8503479030612842
A549,8.0,control,7,3,0.0,5,1533.1117809492564,1404.5378006872852,1.0915418440137787
A549,8.0,control,8,3,0.0,1,2045.8539486865538,2499.4882881882772,0.8185091157876421
A549,8.0,control,8,3,0.0,2,618.7367424242424,856.0597935044105,0.7227728099357986
A549,8.0,control,8,3,0.0,3,661.3470740627857,765.5488322717622,0.8638862031834621
A549,8.0,control,8,3,0.0,4,1943.6619526915579,1846.8373325892858,1.052427259506674
A549,8.0,control,8,3,0.0,5,995.3678604868913,1055.749847188264,0.9428065399562352
A549,8.0,control,8,3,0.0,6,4226.579976060191,15894.872631578948,0.26590838907781394
A549,8.0,control,8,3,0.0,7,1144.607060428032,1276.8722587719299,0.8964146981538247
A549,8.0,control,9,3,0.0,1,818.180779313632,926.6379490392649,0.8829562615711121
A549,8.0,control,9,3,0.0,2,561.4132268675721,549.2306415929204,1.0221811828257048
A549,8.0,control,9,3,0.0,3,596.416818700114,596.5041273584906,0.9998536327673655
A549,8.0,control,9,3,0.0,4,673.0851428571428,801.7650115473441,0.839504260179851
A549,8.0,control,9,3,0.0,5,670.7625446428572,836.2477168949772,0.8021098665996083
A549,8.0,control,9,3,0.0,6,3421.183231707317,4503.96301369863,0.7595939889608152
A549,8.0,control,9,3,0.0,7,1145.1720112950122,1101.9333106884058,1.0392389450316137
A549,8.0,dac,0,4,20.55,1,775.5864107142858,900.9167272286821,0.8608857925194418
A549,8.0,dac,0,4,20.55,2,708.4940476190476,707.4227550478215,1.0015143597849827
A549,8.0,dac,1,4,20.55,1,598.7574074074074,644.4175324675325,0.9291451229061252
A549,8.0,dac,1,4,20.55,2,1150.0134431747026,2402.5755157170925,0.47865860434004304
A549,8.0,dac,1,4,20.55,3,3128.1006910167816,1062.5991825331125,2.943819967525059
A549,8.0,dac,1,4,20.55,4,5777.349241214058,18755.073307504077,0.30804194398443047
A549,8.0,dac,10,4,20.55,1,2282.1345643419368,3740.0918574593798,0.6101814210232195
A549,8.0,dac,10,4,20.55,2,9493.450433821945,30357.116773962804,0.3127256947525545
A549,8.0,dac,10,4,20.55,3,3775.8308885605743,6231.996101134216,0.6058782494862887
A549,8.0,dac,10,4,20.55,4,842.7223534315087,1029.883731617647,0.8182694099923664
A549,8.0,dac,11,4,20.55,1,11831.693428949406,40645.31671428571,0.29109610615460874
A549,8.0,dac,11,4,20.55,2,1603.65,1298.2423502604167,1.2352470243158538
A549,8.0,dac,11,4,20.55,3,1335.813816731438,1775.4793014230272,0.7523680031982338
A549,8.0,dac,12,4,20.55,1,1019.3630050505051,1206.6729125976562,0.8447715983414916
A549,8.0,dac,12,4,20.55,2,15501.07931756959,48549.14106703567,0.3192863761722584
