ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,16,6,OSI,0.6919963416785875,False,0.3618838369381814,0.0875605419278144,0.914495885372162,0.3425455093383789,0.39244187,OSI,0.0511373877519082,0.161400408649898,0.161400408649898,0.5178152308717008,1.0,0.6574544906616211,0.8287272453308105
2,0,16,6,OSI,0.6067834361537091,True,0.276670931413303,0.0597728751599788,1.00861394405365,0.3347602188587188,0.43030876,OSI,0.0564003438113479,0.1670275284509741,0.1670275284509741,0.6636986561357269,1.0,0.6652397811412811,0.8326198905706406
3,0,16,6,OSI,0.4354393328223353,True,0.1053268280819292,0.0581696033477783,1.237055420875549,0.6016998887062073,0.67424893,OSI,0.0691744858995935,0.176874323735432,0.176874323735432,0.6721157278368961,1.0,0.3983001112937927,0.6991500556468964
1,1,16,6,OSI,0.7955074752598603,False,0.4653949705194542,0.1493404507637024,1.9825692176818848,0.0842302665114402,0.47731534,OSI,0.1108626210913316,0.1849023128654972,0.1849023128654972,0.19347476757268023,0.7924677675623328,0.9157697334885598,0.8541187505254464
2,1,16,6,OSI,0.8558260587280472,False,0.5257135539876411,0.2344728410243988,2.0950305461883545,0.6007494330406189,0.296172,control,0.3011856491969808,0.0,0.0,0.0,0.07809795265927946,0.3992505669593811,0.23867425980933027
3,1,16,6,OSI,0.8158167788254218,False,0.4857042740850157,0.1661907434463501,1.4997202157974243,0.3142868280410766,0.28003627,OSI,0.0838623501989819,0.1830862809444538,0.1830862809444538,0.10501183782100507,0.9727172043959762,0.6857131719589233,0.8292151881774498
1,10,16,6,OSI,0.7548536202499732,False,0.424741115509567,0.1614556610584259,2.67033052444458,-0.4271974265575409,0.53259176,OSI,0.1493213142218865,0.1743980655547211,0.1743980655547211,0.12987070932788938,0.5357237591122328,0.5728025734424591,0.554263166277346
2,10,16,6,OSI,0.8577612477901884,False,0.5276487430497823,0.0896717011928558,1.3699849843978882,0.2944841980934143,0.6095189,OSI,0.0766077294409435,0.1805970696687204,0.1805970696687204,0.5067317834043296,1.0,0.7055158019065857,0.8527579009532928
3,10,16,6,OSI,0.797360857402797,False,0.4672483526623909,0.0787750780582428,1.164339900016785,-0.0590289533138275,0.35153043,OSI,0.0651083311522451,0.1742580585315907,0.1742580585315907,0.5639383391029386,1.0,0.9409710466861725,0.9704855233430862
4,10,16,6,OSI,0.7854979320059132,False,0.4553854272655071,0.102784626185894,1.2765380144119265,0.169491708278656,0.15357237,OSI,0.0713822997644958,0.1781160633137172,0.1781160633137172,0.4378897885295053,1.0,0.830508291721344,0.915254145860672
1,11,16,6,OSI,0.81139848320495,False,0.4812859784645439,0.2208401262760162,4.490055561065674,0.0148664638400077,0.28274256,OSI,0.2510779063378568,0.1128235808405371,0.1128235808405371,0.0,0.0,0.9851335361599923,0.49256676807999616
2,11,16,6,OSI,0.8219676114701169,False,0.4918551067297108,,0.3229707479476928,0.7090914249420166,0.6709848,,,,,,,0.2909085750579834,
3,11,16,6,OSI,0.7642236615613407,False,0.4341111568209346,0.1478514820337295,3.112807512283325,-0.1223276853561401,0.24495488,OSI,0.1740640360430984,0.1626976977498648,0.1626976977498648,0.20129175560029325,0.3705453543552418,0.8776723146438599,0.6241088344995508
1,12,16,6,OSI,0.7633083334265344,False,0.4331958286861282,0.1323276609182357,1.4548969268798828,-0.3527221083641052,0.5408494,OSI,0.081355891785821,0.1823427053143091,0.1823427053143091,0.2827907967553288,0.9894499149387881,0.6472778916358948,0.8183639032873414
2,12,16,6,OSI,0.467603061752655,True,0.1374905570122488,0.1584074646234512,3.3869850635528564,0.1940963417291641,0.410468,OSI,0.1893956782914753,0.1541274489502057,0.1541274489502057,0.14587354038696998,0.26819379306820856,0.8059036582708359,0.5370487256695222
3,12,16,6,OSI,0.7551370423101809,False,0.4250245375697747,0.1349063217639923,5.283926963806152,-0.2809112071990967,0.45439908,OSI,0.2954701342269632,0.0786702020994838,0.0786702020994838,0.2692529966976197,0.03994210012478385,0.7190887928009033,0.3795154464628436
1,13,16,6,OSI,0.7766383944894129,False,0.4465258897490067,0.0715125203132629,0.8829159140586853,-0.492489218711853,0.22305015,OSI,0.0493714779604232,0.1592683777861843,0.1592683777861843,0.6020662902140339,1.0,0.507510781288147,0.7537553906440735
2,13,16,6,OSI,0.8243069179639058,False,0.4941944132234996,0.0730583295226097,1.09849750995636,0.3787976205348968,0.48987284,OSI,0.0614265126936939,0.1714895680145594,0.1714895680145594,0.5939508934033448,1.0,0.6212023794651031,0.8106011897325516
3,13,16,6,OSI,0.8460397466487997,False,0.5159272419083936,0.0518495477735996,0.3440771102905273,0.2435361891984939,0.31770915,OSI,0.0192403321730881,0.0946640550714196,0.0946640550714196,0.7052956044607009,1.0,0.756463810801506,0.878231905400753
4,13,16,6,OSI,0.7564926113224322,False,0.4263801065820261,0.06646528840065,0.4645218253135681,0.7306227684020996,0.6153903,OSI,0.0259754396714612,0.1151544918139258,0.1151544918139258,0.6285639262216082,1.0,0.2693772315979004,0.6346886157989502
1,14,16,6,OSI,0.5590819890633424,True,0.2289694843229363,0.081165425479412,1.8007460832595823,-0.1591924726963043,0.2517432,OSI,0.1006953144080033,0.1853847510858295,0.1853847510858295,0.5513891721547143,0.8603430607803773,0.8408075273036957,0.8505752940420365
2,14,16,6,OSI,0.8206509152124773,True,0.4905384104720712,0.0946805477142334,0.8349111080169678,0.2766282558441162,0.20684466,OSI,0.0466871133615476,0.1557704773628763,0.1557704773628763,0.48043566817934924,1.0,0.7233717441558838,0.8616858720779419
3,14,16,6,OSI,0.8062714355235852,False,0.476158930783179,0.2451434433460235,3.6623997688293457,-0.0191729236394166,0.18895903,OSI,0.2047965005385538,0.1447179163458186,0.1447179163458186,0.0,0.1653803973108534,0.9808270763605834,0.5731037368357184
4,14,16,6,OSI,0.6714253946038193,True,0.3413128898634132,0.1540631353855133,1.6662170886993408,0.3342929482460022,0.740342,OSI,0.0931726328205386,0.1848914733178487,0.1848914733178487,0.16868098352352806,0.9105632650526065,0.6657070517539978,0.7881351584033022
5,14,16,6,OSI,0.6245533723150344,True,0.2944408675746283,0.1057741269469261,2.150477886199951,0.0415336266160011,0.19348106,OSI,0.1202518494369798,0.1834639609876868,0.1834639609876868,0.4221951059031257,0.7297867993471179,0.9584663733839989,0.8441265863655584
6,14,16,6,OSI,0.8358277368200311,False,0.505715232079625,0.3263352215290069,5.743646621704102,0.4116804599761963,0.023063365,OSI,0.321177043114295,0.0577902787394087,0.0577902787394087,0.33573615282568897,0.2115572616225984,0.5883195400238037,0.3999384008232011
1,15,16,6,OSI,0.8497409997129868,True,0.5196284949725807,0.1669137179851532,2.394884824752808,0.7692272067070007,0.2892135,OSI,0.1339187588085272,0.1799647090483471,0.1799647090483471,0.10121626898176168,0.6385487252070596,0.23077279329299927,0.43466075925002945
2,15,16,6,OSI,0.8191857417363029,False,0.4890732369958968,0.414858877658844,4.8484320640563965,-0.0348405241966247,0.36748642,control,0.3688677785186132,0.0,0.0,0.8004795327219675,0.5299328895221804,0.9651594758033752,0.7475461826627778
3,15,16,6,OSI,0.8811263743919353,False,0.5510138696515292,0.2798728048801422,3.437385320663452,0.1142844632267952,0.16496652,control,0.3446751161798744,0.0,0.0,0.09181151736020347,0.36842659280944157,0.8857155367732048,0.6270710647913231
4,15,16,6,OSI,0.714577494665754,True,0.3844649899253479,0.104966714978218,1.5386143922805786,-0.2295402437448501,0.4468444,OSI,0.0860372605686451,0.1836384971478771,0.1836384971478771,0.42643396570299374,0.9581978549102452,0.7704597562551498,0.8643288055826975
5,15,16,6,OSI,0.8344912698517367,False,0.5043787651113306,0.1247011348605156,1.5977678298950195,0.7696774005889893,0.25924098,OSI,0.0893450417457216,0.1843218082642324,0.1843218082642324,0.3228295576006035,0.9361156433385862,0.23032259941101074,0.5832191213747985
6,15,16,6,OSI,0.804951834002793,False,0.4748393292623869,0.0698174238204956,1.1721383333206177,0.1233190894126892,0.3561328,OSI,0.0655444091205492,0.1745600602814162,0.1745600602814162,0.6109654354565617,1.0,0.8766809105873108,0.9383404552936554
