ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,16,4,OSI,0.6014021055002257,False,0.2198090336955579,,0.2836374044418335,0.367479920387268,0.53667116,,,,,,,0.6325200796127319,
2,0,16,4,OSI,0.3202296235987129,True,-0.0613634482059547,0.2928028404712677,2.984992027282715,-0.8732810020446777,0.44136208,control,0.3332917576704211,0.0,0.0,0.15969335488830166,0.29243313449248093,0.12671899795532227,0.2095760662239016
3,0,16,4,OSI,0.4634805321966267,True,0.0818874603919589,0.2710258960723877,2.660373449325561,0.2928414940834045,0.51036775,control,0.3233896105949531,0.0,0.0,0.045365827239591906,0.22632800388422697,0.7071585059165955,0.46674325490041124
1,1,16,4,OSI,0.7605943049994336,False,0.3790012331947658,0.1310527473688125,2.244541883468628,-0.5024076700210571,0.23264289,OSI,0.1255117824544644,0.1822985429553009,0.1822985429553009,0.28948400914553407,0.6946723381639555,0.49759232997894287,0.5961323340714492
2,1,16,4,OSI,0.6977855631254599,False,0.3161924913207922,0.2402307391166687,3.1651859283447266,0.0293469652533531,0.46229973,OSI,0.1769929670692589,0.1611292350633484,0.1611292350633484,0.0,0.35099228505105173,0.9706530347466469,0.6608226598988494
3,1,16,4,OSI,0.7603074606581415,False,0.3787143888534737,0.1015012487769126,2.694371700286865,-0.069029152393341,0.28611,OSI,0.1506656646456813,0.1738426093900252,0.1738426093900252,0.4446274356264321,0.5267490933482407,0.930970847606659,0.7288599704774499
1,10,16,4,OSI,0.7231121211520126,False,0.3415190493473449,0.1156729981303215,1.121646523475647,0.3381910920143127,0.38649696,OSI,0.0627209745926977,0.1725085547181312,0.1725085547181312,0.3702266824098436,1.0,0.6618089079856873,0.8309044539928436
2,10,16,4,OSI,0.7464304928876196,False,0.3648374210829519,0.2880356311798095,2.944845676422119,0.6154069304466248,0.5856787,control,0.3321554460294689,0.0,0.0,0.13466581924815912,0.284847301958957,0.38459306955337524,0.33472018575616613
3,10,16,4,OSI,0.7021844913098452,False,0.3205914195051774,0.0668759942054748,0.5931969285011292,0.5124975442886353,0.35127825,OSI,0.0331707794766712,0.1324970903883001,0.1324970903883001,0.6264077477239944,1.0,0.48750245571136475,0.7437512278556824
4,10,16,4,OSI,0.7022968023020786,False,0.3207037304974108,0.1647517830133438,3.849177837371826,0.3959066271781921,0.4798975,OSI,0.2152408805159687,0.1379493807319864,0.1379493807319864,0.11256628557439999,0.09565540764273002,0.6040933728218079,0.34987439023226896
