ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,20,6,VIN,0.7733767364155673,False,0.5146776184089981,0.1884510070085525,1.3152912855148315,0.851658821105957,0.8522965,VIN,0.2334368886461053,0.0193328972436185,0.0193328972436185,0.0,0.0,0.14834117889404297,0.07417058944702148
2,0,20,6,VIN,0.6477337309359796,True,0.3890346129294104,0.2496934235095977,2.2632625102996826,0.6386315822601318,0.37944105,VIN,0.2849942504695325,0.0236028015593647,0.0236028015593647,0.0,0.0,0.36136841773986816,0.18068420886993408
3,0,20,6,VIN,0.3874174722562753,True,0.128718354249706,0.4643085896968841,5.948144912719727,0.4336839318275451,0.40377867,control,0.3809092576436448,0.0,0.0,1.0,0.610319854511706,0.5663160681724548,0.5883179613420804
1,1,20,6,VIN,0.7809749658398182,False,0.522275847833249,0.3409475684165954,2.7728312015533447,0.8289281129837036,0.52549356,control,0.3270129205075059,0.0,0.0,0.4124500141555288,0.25051663420631953,0.1710718870162964,0.21079426061130796
2,1,20,6,VIN,0.8192555253490292,False,0.56055640734246,0.2727288007736206,3.454618215560913,0.5716166496276855,0.42691368,VIN,0.3186711521688186,0.0263918726603885,0.0263918726603885,0.054305965063672315,0.1948283394021686,0.42838335037231445,0.3116058448872415
1,10,20,6,VIN,0.8257426812713196,False,0.5670435632647504,0.1799348145723343,0.7452178001403809,0.6117945909500122,0.85303086,VIN,0.1754634912957282,0.0145316263719121,0.0145316263719121,0.03285636720582521,0.361202817676031,0.3882054090499878,0.3747041133630094
2,10,20,6,VIN,0.767837252825696,False,0.5091381348191268,0.2748798131942749,6.329256534576416,0.6704022884368896,0.5202521,VIN,0.3548509369819264,0.0293882288324776,0.0293882288324776,0.06559863898020764,0.4363587249055548,0.32959771156311035,0.38297821823433253
1,11,20,6,VIN,0.8932249441207916,True,0.6345258261142224,0.352157711982727,3.972504138946533,0.4477740526199341,0.49493968,control,0.3554659941987053,0.0,0.0,0.4713025315256346,0.44046474730017743,0.5522259473800659,0.4963453473401217
2,11,20,6,VIN,0.7964430157482797,False,0.5377438977417104,0.0903519913554191,1.9405224323272705,-0.1295098811388015,0.22698534,VIN,0.2711735653746153,0.0224581928973571,0.0224581928973571,0.5031603047365694,0.0,0.8704901188611985,0.43524505943059927
3,11,20,6,VIN,0.7475238838403195,False,0.4888247658337503,0.1094537898898124,0.7903463244438171,0.7607388496398926,0.6797092,VIN,0.1813984490243897,0.0150231507774116,0.0150231507774116,0.40287711715616437,0.321582000815048,0.23926115036010742,0.28042157558757774
1,12,20,6,VIN,0.2279065682697811,True,-0.0307925497367881,0.1993070542812347,1.2069729566574097,0.9464985132217408,0.79505026,VIN,0.2247262001542233,0.0186114909289977,0.0186114909289977,0.0,0.03233294951632208,0.053501486778259166,0.042917218147290624
2,12,20,6,VIN,0.7978735210840961,False,0.539174403077527,0.1674374043941497,1.0711544752120972,0.7619372606277466,0.50993013,VIN,0.2125165689013973,0.0176003073591584,0.0176003073591584,0.09846694973351675,0.11384247088530604,0.23806273937225342,0.17595260512877972
