ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,130,2,VIN,0.8294079496463092,False,0.5399218660150447,0.2629205882549286,3.1517345905303955,0.3097252249717712,0.40926746,VIN,0.3119415575464214,0.0258345376047313,0.0258345376047313,0.0028134936050569605,0.14990265529914343,0.6902747750282288,0.42008871516368607
2,0,130,2,VIN,0.6228998667463603,True,0.3334137831150958,0.112342394888401,1.3733149766921997,0.4639576375484466,-0.097026266,VIN,0.23777596723975,0.0196922533037059,0.0196922533037059,0.38771213065515076,0.0,0.5360423624515533,0.2680211812257767
1,1,130,2,VIN,0.6278340566146532,True,0.3383479729833886,0.069801241159439,0.846338152885437,0.4599092602729797,0.53635806,VIN,0.1883587743227849,0.0155995946057906,0.0155995946057906,0.6110503933641309,0.27511599607691883,0.5400907397270203,0.40760336790196955
2,1,130,2,VIN,0.7908861748654953,False,0.5014000912342307,0.1403828859329223,1.1910648345947266,0.7778089046478271,0.69030416,VIN,0.2233743770805123,0.0184995349449749,0.0184995349449749,0.24050139454559885,0.041357501481249594,0.22219109535217285,0.13177429841671123
3,1,130,2,VIN,0.8662263463814883,False,0.5767402627502238,0.1630169451236724,2.520297050476074,0.437269002199173,0.80837417,VIN,0.294188437725792,0.0243642505252706,0.0243642505252706,0.12167407054021173,0.03138570180386102,0.562730997800827,0.297058349802344
1,10,130,2,VIN,0.8287145249544803,False,0.5392284413232158,0.1846611350774765,1.7528175115585327,0.648033082485199,0.6497832,VIN,0.2616450131330872,0.0216690523187865,0.0216690523187865,0.00804349500801127,0.0,0.351966917514801,0.1759834587574005
2,10,130,2,VIN,0.8354487180132821,False,0.5459626343820176,0.1167591288685798,0.7430650591850281,0.3756906986236572,0.5452427,VIN,0.175172699785722,0.0145075434499075,0.0145075434499075,0.36452456737782263,0.36314409471445774,0.6243093013763428,0.49372669804540026
3,10,130,2,VIN,0.8549150010886045,False,0.5654289174573399,0.1672407239675521,1.4099373817443848,0.736046314239502,0.75846815,VIN,0.2404070766274373,0.0199101578847851,0.0199101578847851,0.0994995090539581,0.0,0.26395368576049805,0.13197684288024902
1,11,130,2,VIN,0.6927594531712941,False,0.4032733695400295,0.1993302702903747,1.1999826431274414,0.6827516555786133,0.76565266,VIN,0.224134592792202,0.018562494883836,0.018562494883836,0.0,0.03628242447737482,0.3172483444213867,0.17676538444938078
2,11,130,2,VIN,0.8228079408933338,False,0.5333218572620693,0.164145365357399,1.501285433769226,0.1356313228607177,0.48653224,VIN,0.2466341424845425,0.0204258742526775,0.0204258742526775,0.11574993843481982,0.0,0.8643686771392823,0.43218433856964117
