ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,20,2,VIN,0.6265815437040729,True,0.3619427441076646,0.278911679983139,2.7143759727478027,0.7409699559211731,0.47516704,VIN,0.3002875465070919,0.0248693696777335,0.0248693696777335,0.08676567478360897,0.07210236451437946,0.2590300440788269,0.16556620429660318
2,0,20,2,VIN,0.561406134402006,False,0.2967673348055977,0.1963064819574356,1.0892444849014282,0.6150409579277039,0.6767155,VIN,0.2142344386189517,0.0177425787838678,0.0177425787838678,0.0,0.1023742507930964,0.38495904207229614,0.24366664643269625
3,0,20,2,VIN,0.9017950553267464,False,0.6371562557303381,0.2750947475433349,3.2856669425964355,0.8357844352722168,0.3558303,VIN,0.3150346341560814,0.0260907016266561,0.0260907016266561,0.06672703019454529,0.17055153394178335,0.1642155647277832,0.16738354933478328
4,0,20,2,VIN,0.8782732390116468,False,0.6136344394152384,0.2923983335494995,4.076822280883789,0.9286521077156068,0.48751882,VIN,0.3299764908031593,0.0273281640554188,0.0273281640554188,0.15756972011955397,0.2703009496651615,0.0713478922843932,0.17082442097477735
1,1,20,2,VIN,0.8187114748599467,False,0.5540726752635383,0.2393610626459121,2.589991331100464,0.7763546109199524,0.7812147,VIN,0.2964545300964702,0.0245519249378321,0.0245519249378321,0.0,0.04651376756499,0.2236453890800476,0.1350795783225188
1,10,20,2,VIN,0.3961358339259533,True,0.131497034329545,0.112153835594654,1.0348291397094729,0.4628407955169678,0.52132463,VIN,0.2089747824291422,0.0173069818512488,0.0173069818512488,0.3887020545615731,0.1374868639195214,0.5371592044830322,0.3373230342012768
2,10,20,2,VIN,0.6978043616607738,False,0.4331655620643654,0.1312948614358902,0.8895182609558105,-0.1321390867233276,0.24725553,VIN,0.1934447533851938,0.0160208078560486,0.0160208078560486,0.2882129261969368,0.24116282333276473,0.8678609132766724,0.5545118683047185
3,10,20,2,VIN,0.6960550218191502,False,0.4314162222227419,0.1412897855043411,2.9705469608306885,0.1088323444128036,0.69936717,VIN,0.3074250597280079,0.0254604879473235,0.0254604879473235,0.23574023136646538,0.11975124713456528,0.8911676555871964,0.5054594513608808
1,11,20,2,VIN,0.8653165578085741,False,0.6006777582121657,0.1593060940504074,0.8301916122436523,0.7805415391921997,0.89996123,VIN,0.1863953016289241,0.0154369827064836,0.0154369827064836,0.14115579492303043,0.2882238218731009,0.2194584608078003,0.2538411413404506
2,11,20,2,VIN,0.8684133575293842,True,0.6037745579329759,0.2538196146488189,3.6844675540924072,0.7023049592971802,0.23647828,VIN,0.3231972685296621,0.0267667189112288,0.0267667189112288,0.0,0.22504395939866048,0.2976950407028198,0.26136950005074017
3,11,20,2,VIN,0.8436665784924713,False,0.5790277788960629,0.2616310119628906,2.672303438186645,0.8673929572105408,0.5490894,VIN,0.2990201064294365,0.0247644021684171,0.0247644021684171,0.0,0.063641139768575,0.13260704278945923,0.09812409127901711
1,12,20,2,VIN,0.8460992494535088,False,0.5814604498571004,0.4014436900615692,3.910378217697144,0.2830859422683716,0.34816647,control,0.3543338764502453,0.0,0.0,0.7300506790293925,0.4329069125138936,0.7169140577316284,0.574910485122761
2,12,20,2,VIN,0.8469924566364118,False,0.5823536570400034,0.284364253282547,5.527171611785889,-0.171013057231903,0.22773474,VIN,0.3479614231065127,0.0288176495012315,0.0288176495012315,0.11539132644650926,0.3903654457620943,0.828986942768097,0.6096761942650957
3,12,20,2,VIN,0.8728190126522251,True,0.6081802130558167,0.2343620359897613,2.573852062225342,0.3528565168380737,0.46120536,VIN,0.2959376294606244,0.0245091159930423,0.0245091159930423,0.0,0.043063022612036275,0.6471434831619263,0.3451032528869813
4,12,20,2,VIN,0.9548089602122656,False,0.6901701606158571,0.3488153517246246,3.895695924758911,0.7246618270874023,0.82840234,control,0.3540621240681966,0.0,0.0,0.4537553597176466,0.43109273761106487,0.27533817291259766,0.3532154552618313
5,12,20,2,VIN,0.8476464960067054,True,0.583007696410297,0.2099677920341491,3.431145429611206,0.3154892921447754,0.4855067,VIN,0.3181825095683809,0.0263514040042223,0.0263514040042223,0.0,0.19156624051830978,0.6845107078552246,0.4380384741867672
6,12,20,2,VIN,0.8948592498704283,True,0.63022045027402,0.1317185908555984,2.4398436546325684,0.7936880588531494,0.47364673,VIN,0.291458331502763,0.024138147172968,0.024138147172968,0.28598837457665754,0.013159954693433562,0.20631194114685059,0.10973594792014207
1,13,20,2,VIN,0.5329096791419191,True,0.2682708795455107,0.1193847134709358,1.2612732648849487,-0.0559681057929992,0.38991117,VIN,0.229197207832897,0.0189817731604332,0.0189817731604332,0.3507404206802115,0.0024852261592881674,0.9440318942070008,0.4732585601831445
2,13,20,2,VIN,0.6262545637370706,False,0.3616157641406622,0.2442308664321899,2.401075601577759,0.7549058198928833,0.66477257,VIN,0.2900966605221133,0.0240253755998837,0.0240253755998837,0.0,0.004069659696268602,0.2450941801071167,0.12458191990169265
1,14,20,2,VIN,0.8665015551615319,True,0.6018627555651236,,,,-0.1898312,,,,,,,,
2,14,20,2,VIN,0.8909646303226255,False,0.6263258307262172,0.280124306678772,2.3491714000701904,0.350507527589798,0.56457835,VIN,0.2882242458523616,0.0238703049912163,0.0238703049912163,0.09313188528280439,0.0,0.649492472410202,0.324746236205101
3,14,20,2,VIN,0.8429513971669567,False,0.5783125975705483,0.2224991768598556,2.3175926208496094,0.7571898698806763,0.57950735,VIN,0.2870563931038313,0.0237735851569436,0.0237735851569436,0.0,0.0,0.24281013011932373,0.12140506505966187
1,15,20,2,VIN,0.4672763032565972,True,0.2026375036601888,,6.944108963012695,0.1037268340587616,0.6414989,,,,,,,0.8962731659412384,
2,15,20,2,VIN,0.7492946687641397,False,0.4846558691677314,0.1913962215185165,1.422112226486206,0.9110778570175172,0.66514856,VIN,0.2412641472159101,0.0199811392010354,0.0199811392010354,0.0,0.0,0.0889221429824828,0.0444610714912414
3,15,20,2,VIN,0.8286584077843523,False,0.5640196081879439,0.4383436143398285,5.41093635559082,0.2184235900640487,0.15247265,control,0.3755431245042149,0.0,0.0,0.9237728576732869,0.5744964185094157,0.7815764099359512,0.6780364142226835
4,15,20,2,VIN,0.7899690738151529,False,0.5253302742187446,0.2356733679771423,2.560102701187134,0.5219216346740723,0.3989202,VIN,0.2954935746300072,0.0244723400299087,0.0244723400299087,0.0,0.04009858446024386,0.47807836532592773,0.2590884748930858
5,15,20,2,VIN,0.832432754138609,False,0.5677939545422006,0.1940486282110214,2.393472671508789,-0.1607988029718399,0.21467572,VIN,0.2898259696978406,0.0240029573868891,0.0240029573868891,0.0,0.0022625715812742532,0.8392011970281601,0.4207318843047172
6,15,20,2,VIN,0.7477925404175881,False,0.4831537408211798,0.1351037323474884,1.3558063507080078,0.6993044018745422,0.3821604,VIN,0.2364891695337117,0.0195856826242882,0.0195856826242882,0.26821660410142256,0.0,0.30069559812545776,0.15034779906272888
1,16,20,2,VIN,0.8691628660749064,False,0.6045240664784981,0.2267040014266967,1.0340898036956787,0.8126547336578369,0.90638846,control,0.2262022852343994,0.0,0.0,0.0,0.022478844515632136,0.18734526634216309,0.10491205542889762
2,16,20,2,VIN,0.6412314325580744,False,0.376592632961666,0.2229161262512207,1.0887973308563232,0.8376690745353699,0.5597709,VIN,0.214192334481367,0.017739091781577,0.017739091781577,0.0,0.10265533119848431,0.16233092546463013,0.13249312833155721
3,16,20,2,VIN,0.8237667012313231,False,0.5591279016349148,0.2298090755939483,1.8418657779693604,0.7127698659896851,0.96071297,VIN,0.2663223393986579,0.0220564215498947,0.0220564215498947,0.0,0.0,0.28723013401031494,0.14361506700515747
1,17,20,2,VIN,0.8104225292458528,False,0.5457837296494444,0.394614964723587,3.1979501247406006,0.8678306341171265,0.62150276,control,0.3389559537867391,0.0,0.0,0.694200319558219,0.3302463906687704,0.13216936588287354,0.23120787827582195
2,17,20,2,VIN,0.7616908119018768,True,0.4970520123054684,0.2579430937767029,1.819582462310791,0.530065655708313,0.703215,VIN,0.2651796067645849,0.0219617821262819,0.0219617821262819,0.0,0.0,0.469934344291687,0.2349671721458435
3,17,20,2,VIN,0.7520259128397853,False,0.4873871132433769,0.2182458788156509,3.173686981201172,0.9612879157066344,0.7647692,VIN,0.3124621352297497,0.0258776510771455,0.0258776510771455,0.0,0.15337794762573545,0.03871208429336559,0.09604501595955052
4,17,20,2,VIN,0.7010797835938082,False,0.4364409839973998,0.2269930839538574,1.6126857995986938,0.7126140594482422,0.68272823,VIN,0.2536388395632636,0.0210059928861591,0.0210059928861591,0.0,0.0,0.2873859405517578,0.1436929702758789
5,17,20,2,VIN,0.9005077703482846,False,0.6358689707518762,0.2590819895267486,5.496896266937256,0.9514533281326294,0.8297504,VIN,0.3476680560689904,0.028793353277854,0.028793353277854,0.0,0.3884069749189768,0.048546671867370605,0.2184768233931737
6,17,20,2,VIN,0.6816953610531051,False,0.4170565614566968,0.2225057333707809,2.296398162841797,0.0871897935867309,0.23601598,VIN,0.2862600269830771,0.0237076312947663,0.0237076312947663,0.0,0.0,0.912810206413269,0.4564051032066345
1,18,20,2,VIN,0.7296523285700582,False,0.4650135289736499,0.4187190234661102,5.228180885314941,0.5078418254852295,0.60499597,control,0.3735065675621055,0.0,0.0,0.8207450446516841,0.5609006941050773,0.4921581745147705,0.5265294343099238
2,18,20,2,VIN,0.8529193120341748,False,0.5882805124377665,0.3362485468387604,3.4294581413269043,0.5478591322898865,0.2992207,control,0.3444956635637221,0.0,0.0,0.3877804595329139,0.36722859619937986,0.4521408677101135,0.4096847319547467
3,18,20,2,VIN,0.7669743927004797,False,0.5023355931040714,0.1132280826568603,0.8400416970252991,0.956397831439972,0.8487768,VIN,0.1875972032580547,0.0155365224185989,0.0155365224185989,0.3830623280482312,0.2802001211982453,0.043602168560027965,0.16190114487913662
4,18,20,2,VIN,0.8094184698864192,False,0.5447796702900108,0.2123104184865951,3.2915632724761963,0.5056251287460327,0.21842207,VIN,0.3151663691077185,0.0261016117201643,0.0261016117201643,0.0,0.17143097514956113,0.4943748712539673,0.3329029232017642
5,18,20,2,VIN,0.6539879873656038,False,0.3893491877691954,0.1503651738166809,0.7811796069145203,0.7265182733535767,0.60251,VIN,0.1802172522121293,0.0149253258075521,0.0149253258075521,0.18809503885473866,0.3294674794848178,0.27348172664642334,0.30147460306562057
6,18,20,2,VIN,0.8326943382487755,False,0.5680555386523671,0.3253642916679382,1.8176794052124023,0.7784591913223267,0.86186165,control,0.2870348067853163,0.0,0.0,0.33063883483180173,0.0,0.22154080867767334,0.11077040433883667
7,18,20,2,VIN,0.7131632028752651,False,0.4485244032788568,0.3597874045372009,3.4071178436279297,0.6262977123260498,0.7485994,control,0.3439864586970533,0.0,0.0,0.5113579162708717,0.36382922695542164,0.3737022876739502,0.3687657573146859
8,18,20,2,VIN,0.8410248395761043,True,0.576386039979696,0.3833538889884949,6.325520515441895,0.0444674789905548,0.4363701,control,0.384208204489629,0.0,0.0,0.6350804116466126,0.6323430895193688,0.9555325210094452,0.793937805264407
9,18,20,2,VIN,0.8951594588815823,False,0.630520659285174,0.2258996069431305,2.583801746368408,0.4101161360740661,0.3863286,VIN,0.2962568434580417,0.0245355528233419,0.0245355528233419,0.0,0.045194043574503254,0.5898838639259338,0.31753895375021857
10,18,20,2,VIN,0.7251453157562198,True,0.4605065161598114,0.3247429132461548,2.5273356437683105,0.5006389617919922,0.88722473,control,0.3188049019245088,0.0,0.0,0.3273766389334458,0.19572123111558568,0.4993610382080078,0.34754113466179676
