ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,130,6,VIN,0.796368890817748,False,0.5296781941466588,0.1377924233675003,1.1553113460540771,0.1202536672353744,0.6442157,VIN,0.2202633316017262,0.0182418827679328,0.0182418827679328,0.2541011528563407,0.06212633738481581,0.8797463327646255,0.47093633507472066
2,0,130,6,VIN,0.6809618741524945,True,0.4142711774814053,0.1108914762735366,0.6514157652854919,0.7863102555274963,0.8536993,VIN,0.1620895510005431,0.0134240164522945,0.0134240164522945,0.3953293580778129,0.4504850776972413,0.21368974447250366,0.3320874110848725
3,0,130,6,VIN,0.7631057559912484,True,0.4964150593201592,0.1522854268550872,1.6447181701660156,0.8170404434204102,0.7138847,VIN,0.2555437548927249,0.0211637551513087,0.0211637551513087,0.17801383653729114,0.0,0.18295955657958984,0.09147977828979492
4,0,130,6,VIN,0.8887019525571052,False,0.622011255886016,0.1611538678407669,2.2131452560424805,0.5043171644210815,0.4766458,VIN,0.2830301754165746,0.0234401397735698,0.0234401397735698,0.13145510389693996,0.0,0.49568283557891846,0.24784141778945923
1,1,130,6,VIN,0.7999424023927195,False,0.5332517057216304,0.2292376905679702,1.425973892211914,0.9070549607276917,0.8641051,VIN,0.2415341992628077,0.0200035045114342,0.0200035045114342,0.0,0.0,0.09294503927230835,0.046472519636154175
2,1,130,6,VIN,0.8854190858392148,False,0.6187283891681257,0.197472795844078,1.5832762718200684,0.947027027606964,0.7151887,VIN,0.2518483030072116,0.020857703301553,0.020857703301553,0.0,0.0,0.052972972393036,0.026486486196518
3,1,130,6,VIN,0.8850630578810824,False,0.6183723612099932,0.1908792853355407,2.5607054233551025,-0.0356306210160255,0.5386072,VIN,0.2955131122551557,0.0244739581070755,0.0244739581070755,0.0,0.04022901448237679,0.9643693789839745,0.5022991967331756
1,10,130,6,VIN,0.8519289402260386,False,0.5852382435549495,0.4432845413684845,3.36108136177063,0.3070699870586395,0.237499,control,0.3429206920386156,0.0,0.0,0.9497124000228544,0.3567143413031483,0.6929300129413605,0.5248221771222543
2,10,130,6,VIN,0.6527478332544261,False,0.3860571365833369,0.379196435213089,4.477474212646484,0.7195824980735779,0.18044423,control,0.3637153303533686,0.0,0.0,0.6132540524132027,0.4955359798095812,0.2804175019264221,0.38797674086800166
3,10,130,6,VIN,0.8084183979217985,False,0.5417277012507093,0.2766633927822113,3.3482425212860107,-0.0265648365020751,0.12972823,VIN,0.3164144650973657,0.0262049771807732,0.0262049771807732,0.07496231466025213,0.17976306189584554,0.9734351634979249,0.5765991126968852
1,11,130,6,VIN,0.7945542557807747,False,0.5278635591096854,0.2029865980148315,1.3605066537857056,0.7721959352493286,0.78311175,VIN,0.236836493079259,0.0196144474457151,0.0196144474457151,0.0,0.0,0.2278040647506714,0.1139020323753357
2,11,130,6,VIN,0.8294192474621107,False,0.5627285507910216,0.2383623272180557,2.290878772735596,0.7919175624847412,0.44074106,VIN,0.2860509564996032,0.0236903163870963,0.0236903163870963,0.0,0.0,0.2080824375152588,0.1040412187576294
3,11,130,6,VIN,0.8441689452477619,False,0.5774782485766727,0.1526641398668289,1.7079609632492063,0.783786416053772,0.5051018,VIN,0.2591723826981547,0.0214642727297624,0.0214642727297624,0.17602561810187783,0.0,0.21621358394622803,0.10810679197311401
1,12,130,6,VIN,0.7519407656044097,False,0.4852500689333205,0.1453191488981247,0.991099178791046,0.4013423919677734,0.4842326,VIN,0.2045396006110426,0.0169396666645044,0.0169396666645044,0.21458633822279802,0.16709541963196725,0.5986576080322266,0.3828765138320969
2,12,130,6,VIN,0.7012678921027014,True,0.4345771954316121,0.3396403789520263,3.934485673904419,-0.4026187658309936,0.35513353,VIN,0.3276417647143988,0.0271348055000174,0.0271348055000174,0.4055873553308908,0.2547146963146766,0.5973812341690063,0.42604796524184146
3,12,130,6,VIN,0.8695652012892865,False,0.6028745046181974,0.1128202453255653,0.8710384368896484,0.7791182994842529,0.8249363,VIN,0.1912968377959903,0.0158429206694309,0.0158429206694309,0.3852034472482326,0.2555019600349017,0.22088170051574707,0.2381918302753244
4,12,130,6,VIN,0.7663862424491423,False,0.4996955457780531,0.2944959998130798,2.2539215087890625,0.6755461692810059,0.47775438,VIN,0.2846327677519669,0.0235728640962903,0.0235728640962903,0.16858233021555868,0.0,0.32445383071899414,0.16222691535949707
5,12,130,6,VIN,0.7618786692302301,False,0.4951879725591409,0.198280856013298,2.0651192665100098,0.9013386964797974,0.76857454,VIN,0.2768540882546764,0.0229286453856814,0.0229286453856814,0.0,0.0,0.09866130352020264,0.04933065176010132
1,13,130,6,VIN,0.7858591454117481,False,0.5191684487406589,0.232003316283226,2.0358633995056152,0.7335019111633301,0.74744964,VIN,0.2755621654947208,0.0228216502568919,0.0228216502568919,0.0,0.0,0.2664980888366699,0.13324904441833496
2,13,130,6,VIN,0.8632541128542487,False,0.5965634161831594,0.2156599164009094,2.3159072399139404,0.4610640406608581,0.60855144,VIN,0.286993438741651,0.0237683713699447,0.0237683713699447,0.0,0.0,0.5389359593391418,0.2694679796695709
3,13,130,6,VIN,0.6169120838203727,True,0.3502213871492834,,0.4062911868095398,0.4064788818359375,0.72781277,,,,,,,0.5935211181640625,
4,13,130,6,VIN,0.9550183317838676,True,0.6883276351127783,0.2657440900802612,1.809637427330017,0.81953364610672,0.8459749,VIN,0.2646637555998432,0.0219190600971339,0.0219190600971339,0.017636692722858616,0.0,0.18046635389328003,0.09023317694664001
1,14,130,6,VIN,0.8308734698862178,False,0.5641827732151286,0.2869393527507782,2.484537124633789,0.9467097520828248,0.7382173,VIN,0.2929905244378198,0.0242650411216606,0.0242650411216606,0.12891042950614334,0.023388626648822262,0.05329024791717518,0.038339437282998726
2,14,130,6,VIN,0.8992034946312971,True,0.6325127979602079,0.2050647586584091,3.67406177520752,0.5195189714431763,0.25146136,VIN,0.3230019816390679,0.0267505455402986,0.0267505455402986,0.0,0.22374025573616993,0.48048102855682373,0.35211064214649684
3,14,130,6,VIN,0.8396983857775462,False,0.573007689106457,0.1312068998813629,2.020097494125366,-0.445303201675415,0.10884531,VIN,0.2748555731839988,0.0227631313286473,0.0227631313286473,0.2886747185803422,0.0,0.554696798324585,0.2773483991622925
4,14,130,6,VIN,0.8357490744218193,False,0.5690583777507301,0.1628969609737396,1.2353256940841677,0.827197790145874,0.7789449,VIN,0.227087821985062,0.0188070769499077,0.0188070769499077,0.12230397944605231,0.016567144546442016,0.17280220985412598,0.09468467720028399
1,15,130,6,VIN,0.665118408510621,True,0.3984277118395318,0.2158665955066681,2.21435284614563,0.8141558170318604,0.65395373,VIN,0.2830782204852096,0.0234441187949677,0.0234441187949677,0.0,0.0,0.18584418296813965,0.09292209148406982
2,15,130,6,VIN,0.8258140003139435,True,0.5591233036428542,0.3389121294021606,2.8546957969665527,0.3602205216884613,0.48661372,control,0.3295175730644604,0.0,0.0,0.4017640930300642,0.26723728914548567,0.6397794783115387,0.4535083837285122
3,15,130,6,VIN,0.8259533202579495,False,0.5592626235868603,0.1887468993663787,1.6497408151626587,0.5789453387260437,0.6655706,VIN,0.255838266807433,0.0211881461917183,0.0211881461917183,0.0,0.0,0.4210546612739563,0.21052733063697815
4,15,130,6,VIN,0.4168989754673605,True,0.1502082787962713,0.2576785683631897,2.422771453857422,0.7180722951889038,0.57382554,VIN,0.290862496400551,0.0240888009926276,0.0240888009926276,0.0,0.00918225602338576,0.2819277048110962,0.14555498041724096
5,15,130,6,VIN,0.7525454859338809,False,0.4858547892627917,0.1881733536720276,1.4695018529891968,0.8119122982025146,0.76055,VIN,0.2445197607714871,0.0202507642919965,0.0202507642919965,0.0,0.0,0.18808770179748535,0.09404385089874268
6,15,130,6,VIN,0.8636702684786055,False,0.5969795718075164,0.1640997976064682,1.438526630401611,0.5531957745552063,0.8227819,VIN,0.2424061220461783,0.0200757158644601,0.0200757158644601,0.11598916613403261,0.0,0.4468042254447937,0.22340211272239685
1,16,130,6,VIN,0.8133842275203182,True,0.5466935308492291,0.2932190299034118,2.0635321140289307,0.7402021884918213,0.9201447,control,0.2997075267395729,0.0,0.0,0.16187832206914288,0.06823024645806397,0.2597978115081787,0.16401402898312134
2,16,130,6,VIN,0.7684245318614544,False,0.5017338351903653,0.2584818601608276,2.2209389209747314,-0.0049048326909542,0.38393697,VIN,0.283339619414002,0.023465767466946,0.023465767466946,0.0,0.0,0.9950951673090458,0.4975475836545229
3,16,130,6,VIN,0.7811981190850993,False,0.51450742241401,0.2767029106616974,2.649113416671753,0.2335336059331894,0.7141768,VIN,0.2983090101421604,0.0247055102275077,0.0247055102275077,0.07516978093177347,0.05889397608910496,0.7664663940668106,0.4126801850779578
4,16,130,6,VIN,0.869200067614831,False,0.6025093709437419,0.3034588992595672,3.883385181427002,0.5964781641960144,0.47419548,VIN,0.3267703690540996,0.0270626378025434,0.0270626378025434,0.21563696357053005,0.24889739997515292,0.4035218358039856,0.32620961788956926
5,16,130,6,VIN,0.7722976685603778,False,0.5056069718892886,0.3025103211402893,3.245836019515991,0.7646152973175049,0.57787263,VIN,0.3141351533143404,0.0260162079560676,0.0260162079560676,0.21065699075284305,0.16454674547825693,0.23538470268249512,0.19996572408037602
6,16,130,6,VIN,0.8308281136769249,True,0.5641374170058358,0.2509106695652008,3.3124818801879883,0.6370867490768433,0.5174707,VIN,0.3156308235841497,0.0261400771517388,0.0261400771517388,0.0,0.17453159803387833,0.36291325092315674,0.2687224244785175
1,17,130,6,VIN,0.7868006784389345,False,0.5201099817678454,0.3810800611972809,4.237353801727295,0.3863756358623504,0.5030591,control,0.3599910215957622,0.0,0.0,0.6231429651019177,0.47067309755074527,0.6136243641376495,0.5421487308441975
2,17,130,6,VIN,0.820370858679113,False,0.5536801620080238,0.361161321401596,4.319547176361084,0.2669102847576141,0.39982954,control,0.3613037022624852,0.0,0.0,0.5185708895615248,0.4794363411442116,0.7330897152423859,0.6062630281932987
3,17,130,6,VIN,0.8649782618805404,False,0.5982875652094513,0.151749774813652,1.0493727922439575,0.9065702557563782,0.72397363,VIN,0.2104078865878277,0.0174256694142984,0.0174256694142984,0.18082597456986194,0.12791969259161426,0.09342974424362183,0.11067471841761804
4,17,130,6,VIN,0.7595903021837741,True,0.4928996055126849,0.3692664504051208,3.219862937927246,0.2933989465236664,0.37445545,control,0.3395063448474097,0.0,0.0,0.5611222844346502,0.33392071227538295,0.7066010534763336,0.5202608828758583
5,17,130,6,VIN,0.7519412018431126,False,0.4852505051720234,0.2565413415431976,3.137701272964477,0.6283633708953857,0.11284547,VIN,0.3116058780474374,0.0258067371259883,0.0258067371259883,0.0,0.14766171331416472,0.37163662910461426,0.25964917120938946
6,17,130,6,VIN,0.8376322432219098,False,0.5709415465508205,0.1112324744462966,0.4992898106575012,0.8519147634506226,0.8804657,VIN,0.1368422776973914,0.0113330746851972,0.0113330746851972,0.3935391400697078,0.6190317864551746,0.14808523654937744,0.38355851150227604
7,17,130,6,VIN,0.8681978334489958,False,0.6015071367779066,0.2091755419969558,2.10731840133667,0.1650056988000869,0.81250966,VIN,0.2786747262117267,0.0230794279237183,0.0230794279237183,0.0,0.0,0.8349943011999131,0.41749715059995657
8,17,130,6,VIN,0.76103801378578,False,0.4943473171146907,0.2466453611850738,2.9613351821899414,0.0261951945722103,0.6992467,VIN,0.3071843992661461,0.025440556804449,0.025440556804449,0.0,0.1181446368567773,0.9738048054277897,0.5459747211422835
