ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,E
1,0,9,2,OSI,0.6551713562469867,False,0.2954052331463985,0.2271701097488403,3.313452959060669,0.706511914730072,0.49756265,OSI,0.1852838612786513,0.1565102674141117,0.1565102674141117,0.0,0.2956436176969873,0.293488085269928,0.29456585148345765
2,0,9,2,OSI,0.6446970225527621,False,0.2849308994521738,0.1049565151333808,1.8901736736297607,0.5476616621017456,0.4811319,OSI,0.1056959857479488,0.1852997495846123,0.1852997495846123,0.4264875142183997,0.8269593885791213,0.4523383378982544,0.6396488632386879
1,1,9,2,OSI,0.6063824093688016,False,0.2466162862682133,0.307709276676178,5.876099586486816,0.6460679173469543,0.2311644,OSI,0.3285836358910652,0.0516546509198825,0.0516546509198825,0.23795116581646186,0.2610024757906988,0.35393208265304565,0.3074672792218722
2,1,9,2,OSI,0.6688576498128807,False,0.3090915267122924,0.3760281503200531,3.762270450592041,0.1934935599565506,0.3819109,control,0.3515157680826099,0.0,0.0,0.5966207648374591,0.41409367733459856,0.8065064400434494,0.6103000586890239
1,10,9,2,OSI,0.746492836598965,False,0.3867267134983768,0.2717336118221283,3.650938034057617,0.1291961371898651,0.36542234,OSI,0.2041555756479045,0.1451236564917997,0.1451236564917997,0.04908128843854951,0.1696591081079711,0.8708038628101349,0.520231485459053
1,11,9,2,OSI,0.7819904195799297,True,0.4222242964793414,0.2365059107542038,3.936940670013428,-0.1583430767059326,0.47842416,OSI,0.2201484608285614,0.1346729487930806,0.1346729487930806,0.0,0.06289319606761024,0.8416569232940674,0.4522750596808388
2,11,9,2,OSI,0.5343522639913288,True,0.1745861408907406,0.2354967892169952,3.716621398925781,0.3504455387592315,0.39554405,OSI,0.2078285016302302,0.1427830018257871,0.1427830018257871,0.0,0.14513924893746757,0.6495544612407684,0.397346855089118
3,11,9,2,OSI,0.7017892872421163,False,0.342023164141528,0.2198093086481094,2.65693473815918,-0.007010132074356,0.2457689,OSI,0.1485722397553136,0.1747030667030684,0.1747030667030684,0.0,0.5407244589675991,0.992989867925644,0.7668571634466216
1,12,9,2,OSI,0.6337045085228107,False,0.2739383854222224,0.126252144575119,1.2343275547027588,0.5642165541648865,0.54066557,OSI,0.0690219472688084,0.1767840290166512,0.1767840290166512,0.31468685847891875,1.0,0.4357834458351135,0.7178917229175568
2,12,9,2,OSI,0.624064561331185,False,0.2642984382305968,0.110334001481533,0.5784100890159607,0.0312258508056402,0.3331261,control,0.1630515255041422,0.0,0.0,0.39825606411741366,0.44406309166556807,0.9687741491943598,0.706418620429964
3,12,9,2,OSI,0.6902766174855801,False,0.3305104943849918,0.1000457406044006,1.0390329360961914,-0.2840531170368194,0.27584288,OSI,0.0581013331935676,0.1686312460665147,0.1686312460665147,0.45226875792527343,1.0,0.7159468829631805,0.8579734414815903
