ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S
1,0,6,6,ALM,0.7386771370003951,False,0.45739188133849895
2,0,6,6,ALM,0.7238734809956113,True,0.4425882253337152
3,0,6,6,ALM,0.6777559366557308,False,0.39647068099383465
1,1,6,6,ALM,0.71573234571503,False,0.43444709005313387
2,1,6,6,ALM,0.6955458767046283,False,0.4142606210427322
3,1,6,6,ALM,0.6323007922657575,False,0.3510155366038614
4,1,6,6,ALM,0.7650512317177484,False,0.48376597605585225
1,10,6,6,ALM,0.7283197969579157,False,0.4470345412960196
2,10,6,6,ALM,0.8592723674673307,True,0.5779871118054346
3,10,6,6,ALM,0.8113427440171781,True,0.530057488355282
4,10,6,6,ALM,0.5807530796674215,False,0.2994678240055254
5,10,6,6,ALM,0.6858632774390705,False,0.4045780217771744
6,10,6,6,ALM,0.5696601673890049,False,0.28837491172710883
7,10,6,6,ALM,0.7774101655470448,False,0.4961249098851487
8,10,6,6,ALM,0.6881127456496845,False,0.4068274899877884
1,11,6,6,ALM,0.7125950275224264,False,0.4313097718605303
2,11,6,6,ALM,0.7707708552858673,True,0.4894855996239712
3,11,6,6,ALM,0.6141793303806183,True,0.33289407471872223
4,11,6,6,ALM,0.7186692084588582,False,0.43738395279696207
5,11,6,6,ALM,0.7218736101726125,False,0.44058835451071643
1,12,6,6,ALM,0.7253655393155267,False,0.4440802836536306
2,12,6,6,ALM,0.7241378890503747,False,0.4428526333884786
3,12,6,6,ALM,0.7095653788838376,False,0.42828012322194153
4,12,6,6,ALM,0.7155265020457848,False,0.4342412463838887
5,12,6,6,ALM,0.628328150712178,False,0.34704289505028185
1,13,6,6,ALM,0.7711920650121803,True,0.4899068093502842
2,13,6,6,ALM,0.7206077447006519,False,0.4393224890387558
3,13,6,6,ALM,0.7397881396687251,True,0.45850288400682904
4,13,6,6,ALM,0.7476834593283723,False,0.4663982036664762
5,13,6,6,ALM,0.6971883120269463,True,0.4159030563650502
6,13,6,6,ALM,0.6784361394771414,False,0.3971508838152453
7,13,6,6,ALM,0.6945795866562399,False,0.41329433099434376
8,13,6,6,ALM,0.692397469043432,False,0.4111122133815359
9,13,6,6,ALM,0.7324952403601774,False,0.45120998469828133
10,13,6,6,ALM,0.7066509638019186,False,0.4253657081400225
1,14,6,6,ALM,0.5530322358146162,False,0.27174698015272014
2,14,6,6,ALM,0.5801055562891463,True,0.2988203006272502
3,14,6,6,ALM,0.8025462773491492,False,0.5212610216872531
4,14,6,6,ALM,0.756083365515906,True,0.47479810985400994
5,14,6,6,ALM,0.7275991572688885,False,0.44631390160699236
6,14,6,6,ALM,0.700600740353347,False,0.41931548469145086
7,14,6,6,ALM,0.6778165858052256,True,0.39653133014332953
8,14,6,6,ALM,0.65300986564465,False,0.3717246099827539
1,15,6,6,ALM,0.6544450857655446,False,0.3731598301036485
2,15,6,6,ALM,0.6900346905531141,False,0.40874943489121796
3,15,6,6,ALM,0.7666699960601644,False,0.4853847403982683
4,15,6,6,ALM,0.6001593392180183,False,0.31887408355612223
5,15,6,6,ALM,0.65886630868912,False,0.3775810530272239
6,15,6,6,ALM,0.7003918773661559,False,0.41910662170425983
1,16,6,6,ALM,0.7470246887337206,False,0.4657394330718245
2,16,6,6,ALM,0.674022958333956,False,0.3927377026720599
3,16,6,6,ALM,0.7603158859997985,True,0.4790306303379024
4,16,6,6,ALM,0.6786694947386888,True,0.39738423907679266
5,16,6,6,ALM,0.7318754371801482,False,0.45059018151825214
6,16,6,6,ALM,0.6749791555327491,False,0.393693899870853
7,16,6,6,ALM,0.5814870684340623,True,0.3002018127721662
8,16,6,6,ALM,0.7156750599936039,False,0.4343898043317078
1,17,6,6,ALM,0.6481172051644006,False,0.36683194950250453
2,17,6,6,ALM,0.7944722758828104,True,0.5131870202209143
3,17,6,6,ALM,0.566296116834624,True,0.2850108611727279
4,17,6,6,ALM,0.626547785665656,False,0.34526253000375995
5,17,6,6,ALM,0.4767869060274144,True,0.1955016503655183
