ObjectNumber,Ed_cell_mean_value,Ed_cell_variance,Ed_agg_mean_value,Ed_agg_max_value,Ed_agg_min_value,Ed_agg_top_50_value,Ed_agg_top_25_value,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,current_Metadata_concentration
1,0.0429525077342987,0.0071013248525559,0.16061106324195862,0.3214018642902374,0.0007421966292895377,0.22423754632472992,0.24513651430606842,H1975,6.0,control,1,1,20.0
2,0.138527974486351,0.0051178853027522,0.18639715015888214,0.22853952646255493,0.13911858201026917,0.2054254561662674,0.21599756181240082,H1975,6.0,control,1,1,20.0
1,0.0115852486342191,0.0012811040505766,0.050707969814538956,0.10391739755868912,0.0024191313423216343,0.07758785784244537,0.09235942363739014,H1975,6.0,control,10,1,20.0
2,0.2363014817237854,0.0064820474945008,0.247004896402359,0.41756340861320496,0.068607859313488,0.32206758856773376,0.35219040513038635,H1975,6.0,control,10,1,20.0
1,1.851717934187036e-05,1.6917601897148415e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,11,1,20.0
1,0.0706645026803016,0.005314094480127,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,12,1,20.0
2,0.025188548490405,0.0038360415492206,0.11598606407642365,0.3126901388168335,0.0016145257977768779,0.17382068932056427,0.21268856525421143,H1975,6.0,control,12,1,20.0
1,0.0831169262528419,0.0109689123928546,0.14335200190544128,0.4136751592159271,0.0004831471014767885,0.2247563749551773,0.28120118379592896,H1975,6.0,control,2,1,20.0
2,0.0999767780303955,0.0036896555684506,0.2571726441383362,0.32468676567077637,0.15820951759815216,0.2915952205657959,0.30617550015449524,H1975,6.0,control,2,1,20.0
1,0.0001640659756958,2.341135041206144e-05,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,3,1,20.0
2,2.51559085882036e-05,3.5032114737987285e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,3,1,20.0
1,0.1185736879706382,0.0076014259830117,0.12926924228668213,0.21404385566711426,0.061856675893068314,0.15111319720745087,0.1648160070180893,H1975,6.0,control,4,1,20.0
2,0.1356699913740158,0.0027201601769775,0.13120713829994202,0.2664368450641632,0.027823016047477722,0.16307976841926575,0.18170897662639618,H1975,6.0,control,4,1,20.0
1,0.0785679593682289,0.0006360972765833,0.07679935544729233,0.13739734888076782,0.017037132754921913,0.09070178121328354,0.09889427572488785,H1975,6.0,control,5,1,20.0
1,0.2622816264629364,0.0087276203557848,0.2763984501361847,0.3865978717803955,0.17597393691539764,0.31002211570739746,0.33167773485183716,H1975,6.0,control,6,1,20.0
2,0.1613515317440033,0.0096841230988502,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,6,1,20.0
1,0.0577757097780704,0.0086339153349399,0.13385649025440216,0.45285311341285706,0.0002781318034976721,0.2011270672082901,0.25166457891464233,H1975,6.0,control,7,1,20.0
2,0.0927624106407165,0.0045791580341756,0.19925929605960846,0.3433147668838501,0.08741538971662521,0.2386018931865692,0.259622722864151,H1975,6.0,control,7,1,20.0
1,0.1472046226263046,0.0065759564749896,0.19041073322296143,0.23452213406562805,0.1428975611925125,0.2147596925497055,0.22608941793441772,H1975,6.0,control,8,1,20.0
2,0.1135900542140007,0.00511444080621,0.14872600138187408,0.20957553386688232,0.08096777647733688,0.18112674355506897,0.19663693010807037,H1975,6.0,control,8,1,20.0
1,0.0537508465349674,0.0037960382178425,0.16942228376865387,0.2252335101366043,0.11863768100738525,0.18943285942077637,0.2033156305551529,H1975,6.0,control,9,1,20.0
1,0.1086750105023384,0.0058624688535928,0.1667351871728897,0.22814445197582245,0.10389960557222366,0.18579761683940887,0.19804596900939941,H1975,6.0,gefitinib,0,2,20.0
