ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,32,1,6,0,AFA,0.8632967780949917,0.620658465953201
2,A549,32,1,6,0,AFA,0.7809083964805155,0.5382700843387247
3,A549,32,1,6,0,AFA,0.8673029803615016,0.6246646682197108
4,A549,32,1,6,0,AFA,0.8648872025733763,0.6222488904315855
5,A549,32,1,6,0,AFA,0.8064418570261171,0.5638035448843264
1,A549,32,1,6,1,AFA,0.8521210040561125,0.6094826919143217
2,A549,32,1,6,1,AFA,0.7211673183493877,0.478529006207597
3,A549,32,1,6,1,AFA,0.8474767213131382,0.6048384091713475
4,A549,32,1,6,1,AFA,0.7954528368124665,0.5528145246706757
5,A549,32,1,6,1,AFA,0.7736604174794623,0.5310221053376716
6,A549,32,1,6,1,AFA,0.8878786582390349,0.6452403460972441
1,A549,32,1,6,10,AFA,0.7121652227485515,0.4695269106067608
2,A549,32,1,6,10,AFA,0.824036965487489,0.5813986533456982
3,A549,32,1,6,10,AFA,0.761979275530851,0.5193409633890602
4,A549,32,1,6,10,AFA,0.8126057003131526,0.5699673881713618
1,A549,32,1,6,11,AFA,0.8281715550419634,0.5855332429001726
2,A549,32,1,6,11,AFA,0.7400417062573097,0.4974033941155189
3,A549,32,1,6,11,AFA,0.8414782821602417,0.5988399700184509
4,A549,32,1,6,11,AFA,0.5796340668983773,0.3369957547565865
5,A549,32,1,6,11,AFA,0.824480146022444,0.5818418338806532
6,A549,32,1,6,11,AFA,0.6046980907632749,0.3620597786214841
7,A549,32,1,6,11,AFA,0.32298244897641437,0.08034413683462363
1,A549,32,1,6,12,AFA,0.8360816863921572,0.5934433742503664
2,A549,32,1,6,12,AFA,0.796723982279153,0.5540856701373622
3,A549,32,1,6,12,AFA,0.8715575423312852,0.6289192301894945
4,A549,32,1,6,12,AFA,0.6869221535721672,0.44428384143037647
5,A549,32,1,6,12,AFA,0.8655623955695768,0.622924083427786
6,A549,32,1,6,12,AFA,0.8940045434788875,0.6513662313370967
7,A549,32,1,6,12,AFA,0.8058523768310911,0.5632140646893004
8,A549,32,1,6,12,AFA,0.9032080728245113,0.6605697606827206
1,A549,32,1,6,13,AFA,0.8380936452519082,0.5954553331101174
2,A549,32,1,6,13,AFA,0.861413466582324,0.6187751544405332
3,A549,32,1,6,13,AFA,0.9411477232694532,0.6985094111276624
1,A549,32,1,6,14,AFA,0.8877144478530832,0.6450761357112924
2,A549,32,1,6,14,AFA,0.8330734877942014,0.5904351756524107
3,A549,32,1,6,14,AFA,0.7938562047179054,0.5512178925761146
1,A549,32,1,6,15,AFA,0.6906792881657611,0.4480409760239703
2,A549,32,1,6,15,AFA,0.6860752856787229,0.4434369735369321
3,A549,32,1,6,15,AFA,0.8826608387486145,0.6400225266068237
4,A549,32,1,6,15,AFA,0.8573695987992351,0.6147312866574444
1,A549,32,1,6,16,AFA,0.7917616577177797,0.549123345575989
2,A549,32,1,6,16,AFA,0.39014448890024556,0.14750617675845482
3,A549,32,1,6,16,AFA,0.6598416097916954,0.4172032976499046
4,A549,32,1,6,16,AFA,0.7372034148050446,0.4945651026632538
1,A549,32,1,6,17,AFA,0.7476567011588368,0.505018389017046
2,A549,32,1,6,17,AFA,0.8128285020223995,0.5701901898806088
3,A549,32,1,6,17,AFA,0.9180152442444884,0.6753769321026977
4,A549,32,1,6,17,AFA,0.8753427587709817,0.6327044466291909
5,A549,32,1,6,17,AFA,0.4546172558389053,0.21197894369711454
6,A549,32,1,6,17,AFA,0.8125647854379798,0.5699264732961891
1,A549,32,1,6,18,AFA,0.7909554598693408,0.54831714772755
2,A549,32,1,6,18,AFA,0.6200707977896316,0.3774324856478408
3,A549,32,1,6,18,AFA,0.3706612229458125,0.12802291080402176
4,A549,32,1,6,18,AFA,0.816815283000907,0.5741769708591162
5,A549,32,1,6,18,AFA,0.7355913694058416,0.4929530572640508
6,A549,32,1,6,18,AFA,0.8381006833014574,0.5954623711596666
7,A549,32,1,6,18,AFA,0.8614817953915391,0.6188434832497484
1,A549,32,1,6,19,AFA,0.6401774074499718,0.397539095308181
2,A549,32,1,6,19,AFA,0.9381246093488855,0.6954862972070948
3,A549,32,1,6,19,AFA,0.8713879123428857,0.6287496002010949
4,A549,32,1,6,19,AFA,0.514328875116604,0.2716905629748132
5,A549,32,1,6,19,AFA,0.7016420454598691,0.4590037333180783
6,A549,32,1,6,19,AFA,0.8039968637354054,0.5613585515936146
7,A549,32,1,6,19,AFA,0.6052336319042718,0.36259531976248105
1,A549,32,1,6,2,AFA,0.8927667189979452,0.6501284068561545
2,A549,32,1,6,2,AFA,0.8829281143576292,0.6402898022158384
