ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,90,4,6,0,GEF,0.6854372268255944,0.2837314827268908
2,A549,90,4,6,0,GEF,0.6409200686319799,0.23921432453327635
3,A549,90,4,6,0,GEF,0.6050802758904654,0.20337453179176185
1,A549,90,4,6,1,GEF,0.707093446409915,0.30538770231121143
2,A549,90,4,6,1,GEF,0.5718028877072205,0.17009714360851697
3,A549,90,4,6,1,GEF,0.5915541668323092,0.18984842273360564
4,A549,90,4,6,1,GEF,0.6940201297764235,0.2923143856777199
5,A549,90,4,6,1,GEF,0.7024048619531553,0.30069911785445175
6,A549,90,4,6,1,GEF,0.6191351739193026,0.21742942982059904
7,A549,90,4,6,1,GEF,0.5765926934145917,0.17488694931588816
8,A549,90,4,6,1,GEF,0.5283508880348402,0.12664514393613663
9,A549,90,4,6,1,GEF,0.586015161931341,0.18430941783263738
1,A549,90,4,6,10,GEF,0.5896478642115932,0.18794212011288963
2,A549,90,4,6,10,GEF,0.7450954677486311,0.34338972364992754
1,A549,90,4,6,11,GEF,0.6360860846962033,0.23438034059749974
2,A549,90,4,6,11,GEF,0.6992444552574784,0.2975387111587748
1,A549,90,4,6,12,GEF,0.7106380661291676,0.308932322030464
2,A549,90,4,6,12,GEF,0.6641437804873853,0.26243803638868174
3,A549,90,4,6,12,GEF,0.6273726911351427,0.22566694703643914
4,A549,90,4,6,12,GEF,0.6227499995450578,0.22104425544635425
5,A549,90,4,6,12,GEF,0.49331199888241517,0.0916062547837116
6,A549,90,4,6,12,GEF,0.5966587609660701,0.1949530168673665
1,A549,90,4,6,13,GEF,0.6156776382769134,0.21397189417820978
2,A549,90,4,6,13,GEF,0.6015762788364356,0.19987053473773203
3,A549,90,4,6,13,GEF,0.5794247755374211,0.17771903143871753
1,A549,90,4,6,14,GEF,0.66243205349516,0.2607263093964564
2,A549,90,4,6,14,GEF,0.5710831041880888,0.16937736008938525
3,A549,90,4,6,14,GEF,0.5806461976519086,0.17894045355320504
1,A549,90,4,6,15,GEF,0.7464178046621381,0.34471206056343456
2,A549,90,4,6,15,GEF,0.7184936770836783,0.3167879329849747
3,A549,90,4,6,15,GEF,0.731482695800593,0.3297769517018894
4,A549,90,4,6,15,GEF,0.7450630861831042,0.34335734208440066
1,A549,90,4,6,16,GEF,0.4447080821393864,0.04300233804068282
1,A549,90,4,6,17,GEF,0.6841404183675219,0.28243467426881835
2,A549,90,4,6,17,GEF,0.6826299736219317,0.2809242295232281
3,A549,90,4,6,17,GEF,0.5971400710128211,0.1954343269141175
4,A549,90,4,6,17,GEF,0.5606990378605484,0.15899329376184484
1,A549,90,4,6,18,GEF,0.4564148080993288,0.054709064000625196
2,A549,90,4,6,18,GEF,0.5793200600571388,0.1776143159584352
3,A549,90,4,6,18,GEF,0.6951642024916017,0.29345845839289814
4,A549,90,4,6,18,GEF,0.6671333490819046,0.265427604983201
5,A549,90,4,6,18,GEF,0.5542351183909704,0.15252937429226682
1,A549,90,4,6,19,GEF,0.6844445787598726,0.28273883466116906
2,A549,90,4,6,19,GEF,0.6112726339686361,0.2095668898699325
3,A549,90,4,6,19,GEF,0.7291640202683289,0.32745827616962536
4,A549,90,4,6,19,GEF,0.5676064693794911,0.16590072528078753
5,A549,90,4,6,19,GEF,0.5626911853327463,0.16098544123404274
6,A549,90,4,6,19,GEF,0.7719753904579528,0.37026964635924925
