ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,20,2,4,0,AFA,0.8597283803634518,0.617090068221661
2,A549,20,2,4,0,AFA,0.7314435878558245,0.48880527571403376
3,A549,20,2,4,0,AFA,0.46358080142785274,0.220942489286062
4,A549,20,2,4,0,AFA,0.3549984002443254,0.11236008810253464
1,A549,20,2,4,1,AFA,0.6370811819146633,0.3944428697728726
2,A549,20,2,4,1,AFA,0.5515739608385531,0.3089356486967624
3,A549,20,2,4,1,AFA,0.6479889045148475,0.4053505923730567
1,A549,20,2,4,10,AFA,0.5159615326988435,0.2733232205570527
2,A549,20,2,4,10,AFA,0.6074941633852158,0.364855851243425
3,A549,20,2,4,10,AFA,0.7309639094909164,0.4883255973491256
4,A549,20,2,4,10,AFA,0.37723558976958527,0.13459727762779453
5,A549,20,2,4,10,AFA,0.4461510430179456,0.20351273087615487
6,A549,20,2,4,10,AFA,0.30453036180361914,0.0618920496618284
1,A549,20,2,4,11,AFA,0.8052469066348309,0.5626085944930401
2,A549,20,2,4,11,AFA,0.9275630034986933,0.6849246913569025
3,A549,20,2,4,11,AFA,0.8941912829298604,0.6515529707880696
4,A549,20,2,4,11,AFA,0.48846014532414667,0.24582183318235593
1,A549,20,2,4,12,AFA,0.5840920451538664,0.3414537330120756
2,A549,20,2,4,12,AFA,0.8102889679426003,0.5676506558008095
3,A549,20,2,4,12,AFA,0.21035576416063312,-0.03228254798115762
1,A549,20,2,4,13,AFA,0.6041989478083402,0.3615606356665494
2,A549,20,2,4,13,AFA,0.5229187331751133,0.2802804210333225
3,A549,20,2,4,13,AFA,0.8517257958438176,0.6090874837020268
4,A549,20,2,4,13,AFA,0.5236954687167354,0.2810571565749447
5,A549,20,2,4,13,AFA,0.5411747806230782,0.29853646848128745
6,A549,20,2,4,13,AFA,0.5586433420265352,0.31600502988474444
7,A549,20,2,4,13,AFA,0.23268962971992124,-0.009948682421869498
8,A549,20,2,4,13,AFA,0.43218715707578415,0.1895488449339934
1,A549,20,2,4,14,AFA,0.6997866552488171,0.45714834310702634
2,A549,20,2,4,14,AFA,0.4599590054923173,0.21732069335052653
3,A549,20,2,4,14,AFA,0.7302809065954948,0.48764259445370406
4,A549,20,2,4,14,AFA,0.6778333553707188,0.435195043228928
1,A549,20,2,4,15,AFA,0.800538772350946,0.5579004602091552
2,A549,20,2,4,15,AFA,0.3364626701633468,0.09382435802155606
3,A549,20,2,4,15,AFA,0.7279726082497041,0.48533429610791334
4,A549,20,2,4,15,AFA,0.6226892910365336,0.3800509788947428
1,A549,20,2,4,16,AFA,0.3957982209017351,0.15315990875994437
2,A549,20,2,4,16,AFA,0.26850506545287356,0.02586675331108282
3,A549,20,2,4,16,AFA,0.3441226542825768,0.10148434214078608
4,A549,20,2,4,16,AFA,0.5870212152801566,0.34438290313836584
5,A549,20,2,4,16,AFA,0.5420321823197276,0.29939387017793684
6,A549,20,2,4,16,AFA,0.35675202159228164,0.1141137094504909
7,A549,20,2,4,16,AFA,0.3934717585061386,0.15083344636434784
8,A549,20,2,4,16,AFA,0.35539869421846493,0.11276038207667419
9,A549,20,2,4,16,AFA,0.6351098874496787,0.3924715753078879
1,A549,20,2,4,17,AFA,0.49086169737841895,0.2482233852366282
2,A549,20,2,4,17,AFA,0.573156391094968,0.3305180789531772
3,A549,20,2,4,17,AFA,0.7956651024882742,0.5530267903464834
4,A549,20,2,4,17,AFA,0.1996439380134224,-0.042994374128368346
5,A549,20,2,4,17,AFA,0.08239752764168154,-0.1602407845001092
1,A549,20,2,4,18,AFA,0.5188113536802254,0.2761730415384346
2,A549,20,2,4,18,AFA,0.4681889771577268,0.22555066501593604
3,A549,20,2,4,18,AFA,0.5813745088027441,0.33873619666095334
4,A549,20,2,4,18,AFA,0.26704367156903375,0.024405359427243006
1,A549,20,2,4,19,AFA,0.33645528360901283,0.0938169714672221
2,A549,20,2,4,19,AFA,0.7151406198908209,0.4725023077490301
3,A549,20,2,4,19,AFA,0.8476703877316571,0.6050320755898664
4,A549,20,2,4,19,AFA,0.2634070281371163,0.020768715995325565
5,A549,20,2,4,19,AFA,0.7702897025091776,0.5276513903673868
6,A549,20,2,4,19,AFA,0.062453313090837036,-0.1801849990509537
1,A549,20,2,4,2,AFA,0.61853399244988,0.3758956803080893
2,A549,20,2,4,2,AFA,0.43328756175073957,0.19064924960894883
3,A549,20,2,4,2,AFA,0.12194660389642435,-0.12069170824536639
4,A549,20,2,4,2,AFA,0.41565841674863824,0.1730201046068475
5,A549,20,2,4,2,AFA,0.6674588923373672,0.42482058019557645
1,A549,20,2,4,20,AFA,0.7650313501076472,0.5223930379658565
2,A549,20,2,4,20,AFA,0.315079840243849,0.07244152810205826
3,A549,20,2,4,20,AFA,0.7383089774322835,0.49567066529049275
1,A549,20,2,4,3,AFA,0.24583371905445722,0.003195406912666482
2,A549,20,2,4,3,AFA,0.36862371947517814,0.1259854073333874
3,A549,20,2,4,3,AFA,0.11033859690745007,-0.13229971523434067
4,A549,20,2,4,3,AFA,0.46073153765385283,0.2180932255120621
5,A549,20,2,4,3,AFA,0.2682891883121387,0.025650876170347975
6,A549,20,2,4,3,AFA,0.40257118682571535,0.15993287468392461
7,A549,20,2,4,3,AFA,0.1989842877888907,-0.04365402435290003
8,A549,20,2,4,3,AFA,0.4247216124758283,0.18208330033403755
9,A549,20,2,4,3,AFA,0.8238918645487449,0.5812535524069541
1,A549,20,2,4,4,AFA,0.6295816766193759,0.38694336447758515
2,A549,20,2,4,4,AFA,0.4043818065362572,0.16174349439446647
3,A549,20,2,4,4,AFA,0.15551294421452616,-0.08712536792726458
4,A549,20,2,4,4,AFA,0.04978679495174143,-0.1928515171900493
5,A549,20,2,4,4,AFA,0.7071307729602626,0.46449246081847184
1,A549,20,2,4,5,AFA,0.2706261912700656,0.027987879128274856
2,A549,20,2,4,5,AFA,0.29593143659248117,0.05329312445069043
3,A549,20,2,4,5,AFA,0.3444050421978289,0.10176673005603817
1,A549,20,2,4,6,AFA,0.11800230884133622,-0.12463600330045452
2,A549,20,2,4,6,AFA,0.7852546551859098,0.542616343044119
3,A549,20,2,4,6,AFA,0.6104228861643626,0.3677845740225718
4,A549,20,2,4,6,AFA,0.227211268441404,-0.01542704370038675
5,A549,20,2,4,6,AFA,0.7817242471168717,0.539085934975081
6,A549,20,2,4,6,AFA,0.44527641520881867,0.20263810306702792
1,A549,20,2,4,7,AFA,0.42462405077367454,0.1819857386318838
2,A549,20,2,4,7,AFA,0.0971215700945894,-0.14551674204720133
3,A549,20,2,4,7,AFA,0.5456646074828507,0.30302629534105996
4,A549,20,2,4,7,AFA,0.5860445248969324,0.3434062127551416
1,A549,20,2,4,8,AFA,0.5594070366501813,0.31676872450839055
2,A549,20,2,4,8,AFA,0.15342611972233552,-0.08921219241945522
3,A549,20,2,4,8,AFA,0.49090593029644164,0.2482676181546509
4,A549,20,2,4,8,AFA,0.22853149955626667,-0.01410681258552407
5,A549,20,2,4,8,AFA,0.7079693439942012,0.4653310318524104
6,A549,20,2,4,8,AFA,0.653537421274481,0.41089910913269023
7,A549,20,2,4,8,AFA,0.7734476121012618,0.530809299959471
8,A549,20,2,4,8,AFA,0.23407797644802372,-0.008560335693767018
9,A549,20,2,4,8,AFA,0.8862708864601581,0.6436325743183673
1,A549,20,2,4,9,AFA,0.1388806582661292,-0.10375765387566155
2,A549,20,2,4,9,AFA,0.7785117869617141,0.5358734748199233
3,A549,20,2,4,9,AFA,0.6575827500455752,0.41494443790378444
4,A549,20,2,4,9,AFA,0.6726907230429403,0.43005241090114954
5,A549,20,2,4,9,AFA,0.31290293872437375,0.070264626582583
1,A549,0,1,2,0,control,0.21797589937404868,-0.02466241276774206
