ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,90,4,4,0,GEF,0.3962098898271349,-0.005495854271568679
2,A549,90,4,4,0,GEF,0.43786484993197056,0.03615910583326698
3,A549,90,4,4,0,GEF,0.3968449806060492,-0.004860763492654352
4,A549,90,4,4,0,GEF,0.1902955943816971,-0.21141014971700647
1,A549,90,4,4,1,GEF,0.4225621146412125,0.02085637054250894
2,A549,90,4,4,1,GEF,0.517307718705019,0.11560197460631544
3,A549,90,4,4,1,GEF,0.3996244601878887,-0.0020812839108148573
4,A549,90,4,4,1,GEF,0.24644261256235858,-0.155263131536345
5,A549,90,4,4,1,GEF,0.2961814309447564,-0.10552431315394717
1,A549,90,4,4,10,GEF,0.32675882736646883,-0.07494691673223475
2,A549,90,4,4,10,GEF,0.4153948243483979,0.013689080249694341
3,A549,90,4,4,10,GEF,0.5246449070575955,0.1229391629588919
4,A549,90,4,4,10,GEF,0.5034483311462583,0.10174258704755473
1,A549,90,4,4,11,GEF,0.5996448448316577,0.19793910073295412
2,A549,90,4,4,11,GEF,0.6357234466426931,0.23401770254398951
1,A549,90,4,4,12,GEF,0.6714050564152265,0.26969931231652294
2,A549,90,4,4,12,GEF,0.7903355945520587,0.38862985045335513
1,A549,90,4,4,13,GEF,0.5442343721226836,0.14252862802397998
2,A549,90,4,4,13,GEF,0.48001116460624826,0.07830542050754469
3,A549,90,4,4,13,GEF,0.44271531286975885,0.04100956877105527
4,A549,90,4,4,13,GEF,0.5847986346982156,0.183092890599512
5,A549,90,4,4,13,GEF,0.5242911502361111,0.12258540613740748
6,A549,90,4,4,13,GEF,0.3619753242432632,-0.0397304198554404
7,A549,90,4,4,13,GEF,0.46125014723893526,0.05954440314023168
1,A549,90,4,4,14,GEF,0.3185721826165505,-0.08313356148215306
2,A549,90,4,4,14,GEF,0.37986416334284,-0.021841580755863566
3,A549,90,4,4,14,GEF,0.36599499654352435,-0.03571074755517922
4,A549,90,4,4,14,GEF,0.37307225308887504,-0.028633491009828538
5,A549,90,4,4,14,GEF,0.2444328257896084,-0.15727291830909518
6,A549,90,4,4,14,GEF,0.4090407870545015,0.007335042955797899
1,A549,90,4,4,15,GEF,0.7217039521872849,0.3199982080885813
2,A549,90,4,4,15,GEF,0.4142139054372779,0.012508161338574297
3,A549,90,4,4,15,GEF,0.4139609215208984,0.01225517742219484
4,A549,90,4,4,15,GEF,0.5540522494478385,0.1523465053491349
1,A549,90,4,4,16,GEF,0.44240583448284987,0.04070009038414629
2,A549,90,4,4,16,GEF,0.45660450946252845,0.054898765363824875
3,A549,90,4,4,16,GEF,0.54780531941697,0.1460995753182664
4,A549,90,4,4,16,GEF,0.37849092939615686,-0.023214814702546716
5,A549,90,4,4,16,GEF,0.4003983399487665,-0.0013074041499370748
1,A549,90,4,4,17,GEF,0.6782718200639166,0.27656607596521304
2,A549,90,4,4,17,GEF,0.4997483003739456,0.098042556275242
3,A549,90,4,4,17,GEF,0.42339056718010326,0.021684823081399685
4,A549,90,4,4,17,GEF,0.6764090742725205,0.27470333017381693
5,A549,90,4,4,17,GEF,0.46726266682070056,0.06555692272199698
6,A549,90,4,4,17,GEF,0.5596314158190868,0.15792567172038324
1,A549,90,4,4,18,GEF,0.4299211827649672,0.028215438666263637
2,A549,90,4,4,18,GEF,0.5171908055654166,0.11548506146671306
3,A549,90,4,4,18,GEF,0.3066377081470682,-0.09506803595163538
4,A549,90,4,4,18,GEF,0.5434836294780625,0.14177788537935893
1,A549,90,4,4,19,GEF,0.5048492826959028,0.10314353859719921
2,A549,90,4,4,19,GEF,0.4744356219485629,0.07272987784985935
1,A549,90,4,4,2,GEF,0.5544767712662644,0.1527710271675608
2,A549,90,4,4,2,GEF,0.48869329636707937,0.08698755226837579
3,A549,90,4,4,2,GEF,0.764114187430012,0.36240844333130845
4,A549,90,4,4,2,GEF,0.6338993228229699,0.23219357872426633
1,A549,90,4,4,20,GEF,0.4286068451689486,0.026901101070245015
2,A549,90,4,4,20,GEF,0.39269502391996747,-0.009010720178736109
3,A549,90,4,4,20,GEF,0.5948164647404047,0.19311072064170115
4,A549,90,4,4,20,GEF,0.5979643815759191,0.19625863747721556
1,A549,90,4,4,3,GEF,0.3367772102636481,-0.06492853383505548
2,A549,90,4,4,3,GEF,0.42298211236539957,0.02127636826669599
