ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,20,2,2,0,AFA,0.21841162627315597,-0.024226685868634773
2,A549,20,2,2,0,AFA,0.3672348856681103,0.12459657352631956
1,A549,20,2,2,1,AFA,0.0610251140537615,-0.18161319808802923
2,A549,20,2,2,1,AFA,0.5680228903377015,0.3253845781959107
1,A549,20,2,2,10,AFA,0.16538400102516368,-0.07725431111662706
2,A549,20,2,2,10,AFA,0.4494090058925364,0.20677069375074567
3,A549,20,2,2,10,AFA,0.6722226863624666,0.42958437422067586
4,A549,20,2,2,10,AFA,0.19285217497372917,-0.04978613716806157
1,A549,20,2,2,11,AFA,0.2170652234513036,-0.025573088690487134
2,A549,20,2,2,11,AFA,0.5310116757599745,0.2883733636181838
3,A549,20,2,2,11,AFA,0.181566791744052,-0.06107152039773875
4,A549,20,2,2,11,AFA,0.41176672436715045,0.1691284122253597
5,A549,20,2,2,11,AFA,0.1588721531972677,-0.08376615894452305
6,A549,20,2,2,11,AFA,0.2488626428725397,0.0062243307307489615
7,A549,20,2,2,11,AFA,0.5114894583203445,0.26885114617855377
1,A549,20,2,2,12,AFA,0.18321291273269752,-0.05942539940909322
1,A549,20,2,2,13,AFA,0.08387582032486832,-0.15876249181692242
2,A549,20,2,2,13,AFA,0.04515572786621376,-0.19748258427557697
3,A549,20,2,2,13,AFA,0.036530929884737565,-0.20610738225705316
1,A549,20,2,2,14,AFA,0.974718226049746,0.7320799139079552
2,A549,20,2,2,14,AFA,0.23904388846506075,-0.003594423676729991
3,A549,20,2,2,14,AFA,0.2760318161794788,0.033393504037688065
1,A549,20,2,2,15,AFA,0.9340051569101593,0.6913668447683685
2,A549,20,2,2,15,AFA,0.5111173910609288,0.268479078919138
3,A549,20,2,2,15,AFA,0.1601299796967389,-0.08250833244505185
1,A549,20,2,2,16,AFA,0.26143757387188665,0.018799261730095912
2,A549,20,2,2,16,AFA,0.5210834445636074,0.2784451324218167
1,A549,20,2,2,17,AFA,0.30635659165903567,0.06371827951724493
2,A549,20,2,2,17,AFA,0.2880676751275155,0.04542936298572478
1,A549,20,2,2,18,AFA,0.14880317744591615,-0.0938351346958746
2,A549,20,2,2,18,AFA,0.11384449852254044,-0.1287938136192503
3,A549,20,2,2,18,AFA,0.044198302418364685,-0.19844000972342607
4,A549,20,2,2,18,AFA,0.21823125172423988,-0.024407060417550863
5,A549,20,2,2,18,AFA,0.08584908133705749,-0.15678923080473325
6,A549,20,2,2,18,AFA,0.07867506255676233,-0.1639632495850284
7,A549,20,2,2,18,AFA,0.1659739568587815,-0.07666435528300924
1,A549,20,2,2,19,AFA,0.14651164175342196,-0.09612667038836878
2,A549,20,2,2,19,AFA,0.23112418133874266,-0.011514130803048084
1,A549,20,2,2,2,AFA,0.12271399602913118,-0.11992431611265957
2,A549,20,2,2,2,AFA,0.141246064909176,-0.10139224723261475
3,A549,20,2,2,2,AFA,0.13559589375695832,-0.10704241838483242
1,A549,20,2,2,20,AFA,0.23915643895171312,-0.0034818731900776168
2,A549,20,2,2,20,AFA,0.07787193489851303,-0.1647663772432777
3,A549,20,2,2,20,AFA,0.2256172769553471,-0.017021035186443628
1,A549,20,2,2,3,AFA,0.2889012077314333,0.046262895589642555
2,A549,20,2,2,3,AFA,0.2968926018827645,0.054254289740973766
1,A549,20,2,2,4,AFA,0.42694777753418595,0.1843094653923952
2,A549,20,2,2,4,AFA,0.17085898160194088,-0.07177933053984986
3,A549,20,2,2,4,AFA,0.2778344524958663,0.03519614035407556
4,A549,20,2,2,4,AFA,0.5057163443250567,0.263078032183266
5,A549,20,2,2,4,AFA,0.1475178676556792,-0.09512044448611154
1,A549,20,2,2,5,AFA,0.3420687254028104,0.09943041326101967
2,A549,20,2,2,5,AFA,0.16240311860586612,-0.08023519353592462
3,A549,20,2,2,5,AFA,0.1032799936088582,-0.13935831853293254
4,A549,20,2,2,5,AFA,0.19355217293853794,-0.049086139203252804
5,A549,20,2,2,5,AFA,0.3350468054920711,0.09240849335028037
1,A549,20,2,2,6,AFA,0.11670957620573383,-0.1259287359360569
1,A549,20,2,2,7,AFA,0.11379469710877062,-0.1288436150330201
2,A549,20,2,2,7,AFA,0.3573386499304284,0.11470033778863767
1,A549,20,2,2,8,AFA,0.1212163061415952,-0.12142200600019554
2,A549,20,2,2,8,AFA,0.3644390961389946,0.12180078399720387
3,A549,20,2,2,8,AFA,0.06254893420705361,-0.18008937793473712
1,A549,20,2,2,9,AFA,0.22234729718701568,-0.02029101495477506
2,A549,20,2,2,9,AFA,0.19050118711030978,-0.05213712503148096
1,A549,0,1,2,0,control,0.21797589937404868,-0.02466241276774206
2,A549,0,1,2,0,control,0.12794170946084446,-0.11469660268094628
1,A549,0,1,2,1,control,0.35983740102729644,0.1171990888855057
2,A549,0,1,2,1,control,0.14575680247617628,-0.09688150966561446
1,A549,0,1,2,10,control,0.19072234116917447,-0.05191597097261627
2,A549,0,1,2,10,control,0.17700442728342486,-0.06563388485836588
3,A549,0,1,2,10,control,0.2901595897249002,0.04752127758310945
4,A549,0,1,2,10,control,0.22651268894511398,-0.016125623196676764
5,A549,0,1,2,10,control,0.21284214751982802,-0.029796164621962717
6,A549,0,1,2,10,control,0.5507305528483775,0.3080922407065867
1,A549,0,1,2,11,control,0.7325190286935774,0.48988071655178667
1,A549,0,1,2,12,control,0.19617680738652188,-0.04646150475526886
2,A549,0,1,2,12,control,0.10927426923174717,-0.13336404291004356
3,A549,0,1,2,12,control,0.15721548326740162,-0.08542282887438912
1,A549,0,1,2,13,control,0.3734652517768316,0.13082693963504086
2,A549,0,1,2,13,control,0.14672403562484554,-0.0959142765169452
3,A549,0,1,2,13,control,0.20666549263870962,-0.03597281950308112
4,A549,0,1,2,13,control,0.1638798474041686,-0.07875846473762213
5,A549,0,1,2,13,control,0.23073686928305034,-0.011901442858740396
6,A549,0,1,2,13,control,0.321675681192713,0.07903736905092226
1,A549,0,1,2,14,control,0.39692943826814836,0.15429112612635762
2,A549,0,1,2,14,control,0.18504782756954058,-0.05759048457225016
3,A549,0,1,2,14,control,0.13214966868202596,-0.11048864345976478
4,A549,0,1,2,14,control,0.12957166794596214,-0.1130666441958286
5,A549,0,1,2,14,control,0.266936013777221,0.02429770163543024
1,A549,0,1,2,15,control,0.12368977358262993,-0.11894853855916081
2,A549,0,1,2,15,control,0.2218786189505524,-0.020759693191238354
3,A549,0,1,2,15,control,0.09074661362648415,-0.1518916985153066
4,A549,0,1,2,15,control,0.2225109038118161,-0.020127408329974644
5,A549,0,1,2,15,control,0.1462669768261249,-0.09637133531566583
1,A549,0,1,2,16,control,0.3302083356784689,0.08757002353667817
2,A549,0,1,2,16,control,0.11852280013310061,-0.12411551200869013
1,A549,0,1,2,17,control,0.2852276174691746,0.042589305327383836
2,A549,0,1,2,17,control,0.2693025932074828,0.026664281065692047
3,A549,0,1,2,17,control,0.7696062836735688,0.526967971531778
4,A549,0,1,2,17,control,0.17159776494797943,-0.07104054719381131
