ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,S
1,A549,32,1,4,0,AFA,0.3234715345641074,0.08083322242231664
2,A549,32,1,4,0,AFA,0.6166212366472967,0.37398292450550596
3,A549,32,1,4,0,AFA,0.4853833334284574,0.24274502128666667
4,A549,32,1,4,0,AFA,0.6442349704273341,0.40159665828554336
5,A549,32,1,4,0,AFA,0.4625743874559164,0.21993607531412565
6,A549,32,1,4,0,AFA,0.24470277380293,0.002064461661139272
1,A549,32,1,4,1,AFA,0.734385540023636,0.4917472278818452
2,A549,32,1,4,1,AFA,0.25579122109476343,0.013152908952972692
3,A549,32,1,4,1,AFA,0.6872800035670469,0.4446416914252561
4,A549,32,1,4,1,AFA,0.5072760428049002,0.26463773066310947
5,A549,32,1,4,1,AFA,0.3159572798014791,0.07331896765968834
6,A549,32,1,4,1,AFA,0.5923370375661652,0.3496987254243744
7,A549,32,1,4,1,AFA,0.6236956676837375,0.38105735554194675
8,A549,32,1,4,1,AFA,0.6090125392449585,0.3663742271031677
9,A549,32,1,4,1,AFA,0.5361935644605168,0.29355525231872603
10,A549,32,1,4,1,AFA,0.13834326975148703,-0.10429504239030371
1,A549,32,1,4,10,AFA,0.6197375427722721,0.37709923063048134
2,A549,32,1,4,10,AFA,0.8797388626322948,0.6371005504905041
3,A549,32,1,4,10,AFA,0.4827550365972417,0.24011672445545099
4,A549,32,1,4,10,AFA,0.514628078055759,0.2719897659139683
5,A549,32,1,4,10,AFA,0.9240358187638706,0.6813975066220799
1,A549,32,1,4,11,AFA,0.7994714961956051,0.5568331840538143
2,A549,32,1,4,11,AFA,0.26068780584817575,0.018049493706385006
3,A549,32,1,4,11,AFA,0.8443159935867424,0.6016776814449516
4,A549,32,1,4,11,AFA,0.6822187676977227,0.43958045555593195
5,A549,32,1,4,11,AFA,0.3893867123062069,0.14674840016441618
6,A549,32,1,4,11,AFA,0.7582071221688025,0.5155688100270117
7,A549,32,1,4,11,AFA,0.18497632428482744,-0.057661987856963304
1,A549,32,1,4,12,AFA,0.4124505742362562,0.16981226209446545
2,A549,32,1,4,12,AFA,0.6460384245073704,0.4034001123655796
3,A549,32,1,4,12,AFA,0.601537778416544,0.3588994662747532
4,A549,32,1,4,12,AFA,0.7657254263572604,0.5230871142154696
5,A549,32,1,4,12,AFA,0.6491648721808696,0.40652656003907883
6,A549,32,1,4,12,AFA,0.5387470352416347,0.29610872309984393
