ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_std,E_Ed_diff,E_Fp,E
1,0,40,4,A199,0.8008684121302123,False,0.1584840674940472,0.1806996166706085,0.88521534,0.86053264,0.9724585,False,0.1727968355699885,0.0,1.0,0.0,0.13946736000000004,0.06973368000000002
2,0,40,4,A199,0.7792206499175349,True,0.1368363052813698,0.1743310540914535,0.8782231,0.9782506,0.99432987,False,0.1720701341603135,0.0,1.0,0.0,0.02174940000000003,0.010874700000000015
3,0,40,4,A199,0.8045243043769336,True,0.1621399597407684,0.1526873111724853,0.52679515,0.92853105,0.98212886,False,0.1269722498136046,0.0,1.0,0.0,0.07146894999999998,0.03573447499999999
4,0,40,4,A199,0.7630943415758356,False,0.1207099969396704,0.1965558528900146,0.5728261,0.94004846,0.98826003,False,0.1340262631704802,0.0,1.0,0.0,0.059951540000000025,0.029975770000000013
5,0,40,4,A199,0.7215790778659875,False,0.0791947332298224,0.1902393251657486,0.47523582,0.9701554,0.9942279,False,0.118548356397691,0.0,1.0,0.0,0.0298446,0.0149223
1,1,40,4,A199,0.7619041180871597,False,0.1195197734509946,0.0584579594433307,0.32974896,0.8572731,0.963889,True,0.0602797834430177,0.0309762512900344,0.10795236626894886,0.0309762512900344,0.1427269,0.08685157564501719
2,1,40,4,A199,0.7559746665421485,False,0.1135903219059834,0.1008266732096672,0.40132043,0.8117725,0.95643187,False,0.1053905410056713,0.0,0.5913636412734113,0.0,0.1882275,0.09411375
3,1,40,4,A199,0.7735450364960864,False,0.1311606918599213,0.0925701409578323,0.63517845,0.9479444,0.9821143,True,0.0888434253216575,0.0541046850818277,0.3771362724349566,0.0541046850818277,0.05205559999999998,0.05308014254091384
4,1,40,4,A199,0.765046422542393,False,0.1226620779062278,0.1674075573682785,0.9019941,0.8294917,0.9216193,False,0.1745188530290393,0.0,1.0,0.0,0.17050829999999995,0.08525414999999997
5,1,40,4,A199,0.7367030133969233,False,0.0943186687607582,0.1157538369297981,0.5753642,0.88469577,0.95978796,False,0.1344032228230145,0.0,0.9786699474134751,0.0,0.11530423000000001,0.057652115000000004
