ObjectNumber,Metadata_site,Metadata_concentration,Metadata_hour,Metadata_treatment,Predicted_Probability,Is_Test,S,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_std,E_Ed_diff,E_Fp,E
1,0,40,6,A199,0.914603177857892,False,0.5301273565504235,0.1277256458997726,0.91114855,0.7501246,0.9319341,True,0.1051337331909753,0.0703118994365877,1.0,0.0703118994365877,0.24987539999999997,0.16009364971829382
2,0,40,6,A199,0.3034041318886857,True,-0.0810716894187826,0.2377310097217559,0.9581092,0.9525855,0.98395205,False,0.1800635968617072,0.0,1.0,0.0,0.047414500000000026,0.023707250000000013
3,0,40,6,A199,0.9674668103781106,True,0.5829909890706422,0.1382202953100204,1.0443679,0.8801038,0.9720624,True,0.111115451726034,0.0768778087825074,1.0,0.0768778087825074,0.11989620000000001,0.0983870043912537
1,1,40,6,A199,0.8819838314655911,False,0.4975080101581227,0.190148577094078,1.0996565,0.93885684,0.98368144,False,0.1927332361269569,0.0,1.0,0.0,0.061143159999999974,0.030571579999999987
2,1,40,6,A199,0.8073213552815318,False,0.4228455339740634,0.1205931454896926,0.5549843,0.7357267,0.94244814,False,0.1313416620347871,0.0,1.0,0.0,0.26427330000000004,0.13213665000000002
3,1,40,6,A199,0.90571517181504,False,0.5212393505075716,0.1229781955480575,0.79799455,0.94851327,0.9839112,True,0.0991975324756044,0.064129989512713,1.0,0.064129989512713,0.051486730000000036,0.057808359756356516
4,1,40,6,A199,0.9180210668437384,False,0.53354524553627,0.1609713286161422,1.3442534,0.9115279,0.98108244,True,0.1216786244446154,0.089341758932028,1.0,0.089341758932028,0.08847210000000005,0.08890692946601403
1,10,40,6,A199,0.9116376620940608,False,0.5271618407865925,0.1169791743159294,0.78149945,0.8654033,0.9767421,True,0.0982546336708933,0.063177803257448,1.0,0.063177803257448,0.1345967,0.098887251628724
2,10,40,6,A199,0.8756398225981258,False,0.4911640012906574,0.1368114799261093,0.6689305,0.97980887,0.9870257,False,0.147499505821243,0.0,1.0,0.0,0.020191129999999946,0.010095564999999973
3,10,40,6,A199,0.8746328084794653,False,0.4901569871719969,0.1755150109529495,1.1038548,0.7778571,0.92429054,False,0.1930829857649872,0.0,1.0,0.0,0.22214290000000003,0.11107145000000002
4,10,40,6,A199,0.8961403051561847,False,0.5116644838487163,0.1531143486499786,0.70389944,0.91441774,0.97291213,False,0.1520248131075153,0.0,1.0,0.0,0.08558226000000002,0.04279113000000001
5,10,40,6,A199,0.8882203495583207,False,0.5037445282508524,,,,,,,,,,,
1,11,40,6,A199,0.8905226266341515,False,0.5060468053266831,0.2071849852800369,1.1515332,0.86215377,0.93974113,False,0.1969591812945298,0.0,1.0,0.0,0.13784622999999996,0.06892311499999998
2,11,40,6,A199,0.9317385564784808,False,0.5472627351710123,0.1297191530466079,0.4838337,0.9279431,0.9816482,False,0.119993771269651,0.0,1.0,0.0,0.07205689999999998,0.03602844999999999
3,11,40,6,A199,0.8442139998126874,True,0.459738178505219,0.1491616666316986,0.92796975,0.8531471,0.9671891,False,0.1771256359183021,0.0,1.0,0.0,0.14685289999999995,0.07342644999999998
1,12,40,6,A199,0.9196585898375568,False,0.5351827685300885,0.0763787180185318,0.5695134,0.8193774,0.94727635,True,0.0838948520156972,0.0496375735118579,0.0,0.0496375735118579,0.18062259999999997,0.11513008675592894
2,12,40,6,A199,0.878393904977908,False,0.4939180836704396,0.1734545528888702,0.9597315,0.85221887,0.95882034,False,0.1802191739021391,0.0,1.0,0.0,0.14778113000000004,0.07389056500000002
3,12,40,6,A199,0.9273659961002618,False,0.5428901747927934,0.1153490841388702,0.46129745,0.903876,0.9560775,False,0.1161689987209654,0.0,0.968168065656611,0.0,0.09612399999999999,0.048061999999999994
4,12,40,6,A199,0.8648036548174585,False,0.4803278335099901,0.1286832094192505,0.4658808,0.92692566,0.9801904,False,0.1169563953631154,0.0,1.0,0.0,0.07307434000000002,0.03653717000000001
5,12,40,6,A199,0.8172129691760365,False,0.4327371478685681,0.1217859834432601,0.5925649,0.9068029,0.9754193,False,0.1369262145611773,0.0,1.0,0.0,0.09319710000000003,0.046598550000000016
6,12,40,6,A199,0.9402014563106592,True,0.5557256350031909,0.1099574863910675,0.80096,0.9582343,0.98097336,True,0.0993647947840082,0.0642997396864963,0.8282754613383249,0.0642997396864963,0.04176570000000002,0.05303271984324816
7,12,40,6,A199,0.7548652582023212,True,0.3703894368948528,0.1428340971469879,1.0754269,0.98115784,0.9933536,True,0.1123784282933756,0.0783086535787924,1.0,0.0783086535787924,0.018842160000000052,0.048575406789396224
8,12,40,6,A199,0.885959475781101,False,0.5014836544736326,,,,,,,,,,,
9,12,40,6,A199,0.5764135030990267,True,0.1919376817915583,,,,,,,,,,,
1,13,40,6,A199,0.8573155082313179,False,0.4728396869238495,0.1903629302978515,1.0062889,0.9476415,0.97831464,False,0.1845767651906961,0.0,1.0,0.0,0.052358499999999975,0.026179249999999987
2,13,40,6,A199,0.8971589811695498,False,0.5126831598620815,0.1649470031261444,0.90240663,0.8613759,0.9614997,False,0.1745608087162732,0.0,1.0,0.0,0.13862410000000003,0.06931205000000001
3,13,40,6,A199,0.8618309442103207,False,0.4773551229028523,0.1778526455163955,2.6486828,0.68953884,0.9367206,True,0.145382589589783,0.1217590951847882,1.0,0.1217590951847882,0.31046116,0.21611012759239412
4,13,40,6,A199,0.8187952874371032,False,0.4343194661296348,0.1932815462350845,2.4919553,0.91985357,0.98190963,True,0.1435698497584278,0.1190450669903633,1.0,0.1190450669903633,0.08014642999999999,0.09959574849518164
5,13,40,6,A199,0.912280782726398,False,0.5278049614189297,0.0896566212177276,0.36129537,0.915095,0.9699522,False,0.0976692487832379,0.0,0.30154089547233226,0.0,0.08490500000000001,0.042452500000000004
6,13,40,6,A199,0.9585567496731644,True,0.574080928365696,0.1175149530172348,0.6398611,0.9720568,0.99412346,False,0.1435907497287422,0.0,1.0,0.0,0.027943199999999946,0.013971599999999973
7,13,40,6,A199,0.8778206689080449,False,0.4933448476005765,0.1484915167093277,0.7049189,0.9613898,0.99114716,False,0.1521539559447666,0.0,1.0,0.0,0.03861020000000004,0.01930510000000002
8,13,40,6,A199,0.8616819835230768,False,0.4772061622156084,,,,,,,,,,,
