Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,ObjectNumber
MCF7,2,0509_control,8,3,0,0.020792238414287567,0.0008001670357771218,0.036740291863679886,0.0008279745234176517,0.009322760626673698,0.0002036412915913388,0.0695812851190567,0,0.018741631880402565,0.030571648851037025,4
MCF7,2,0509_control,9,3,0,0.0396878682076931,0.00022428798547480255,0.040125954896211624,0.00020918530935887247,0.045149073004722595,3.591310087358579e-05,0.05791231244802475,0.02912813238799572,0.04992768168449402,0.05260680988430977,1
MCF7,2,0509_control,9,3,0,0.04324811324477196,0.000520592846442014,0.04478468745946884,0.0004702742153313011,0.04754483699798584,0.00018594638095237315,0.10449886322021484,0,0.057845339179039,0.06529375165700912,2
MCF7,2,0509_control,9,3,0,0.04052204266190529,0.0010457845637574792,0.045888397842645645,0.0009380249539390206,0.02271244488656521,0.0003186998364981264,0.08463533967733383,0,0.03712158650159836,0.04702364653348923,3
MCF7,2,0509_control,9,3,0,0.014833351597189903,0.00014387539704330266,0.017787771299481392,0.00011997911497019231,0.011356251314282417,2.705325823626481e-05,0.026147620752453804,0,0.015648603439331055,0.01803388074040413,4
MCF7,2,0509_control,9,3,0,0.019657092168927193,0.00022623407130595297,0.022156449034810066,0.00019962235819548368,0.01295335404574871,4.588417141349055e-05,0.03808579593896866,0,0.01829748973250389,0.021609004586935043,5
MCF7,2,0509_control,9,3,0,0.0324048213660717,0.000359295925591141,0.033980078995227814,0.00032323450432159007,0.03123483620584011,4.498581256484613e-05,0.04387035593390465,0.01833474077284336,0.036409325897693634,0.040262021124362946,6
MCF7,2,0509_control,9,3,0,0.0631791353225708,0.0009182632784359157,0.06408772617578506,0.000873239419888705,0.054383132606744766,0.0003143034700769931,0.08658187836408615,0.009164495393633842,0.06917033344507217,0.07404673099517822,7
MCF7,2,0513_control,0,3,0,0.03830942139029503,0.0014111812924966216,0.048807889223098755,0.0012854989618062973,0.03485822305083275,0.0008658847655169666,0.20333994925022125,0,0.05635424330830574,0.0742679163813591,1
MCF7,2,0513_control,0,3,0,0.06903734058141708,0.00048314747982658446,0.06915909796953201,0.00047557882498949766,0.08254286646842957,0.00014697900041937828,0.11440949141979218,0.05425353720784187,0.09228914231061935,0.09785697609186172,2
MCF7,2,0513_control,0,3,0,0.08262955397367477,0.001577781280502677,0.08401008695363998,0.001488163135945797,0.07961927354335785,0.0003870144428219646,0.12915341556072235,0.019191110506653786,0.09565077722072601,0.10456709563732147,3
