Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,ObjectNumber
MCF7,4.0,A133,0,1,60.0,0.04031655564904213,0.000880286272149533,0.045924585312604904,0.0007451876881532371,0.03368639573454857,0.0001658741239225492,0.0750703439116478,0.011121622286736965,0.04353351518511772,0.051076170057058334,1
MCF7,4.0,A133,0,1,60.0,0.03164108470082283,0.0005204642657190561,0.038916923105716705,0.00035699145519174635,0.03942308947443962,0.0001034575907397084,0.07356595993041992,0.012393126264214516,0.047239720821380615,0.05226905271410942,2
MCF7,4.0,A133,0,1,60.0,0.03191707283258438,0.0017151694046333432,0.055545348674058914,0.0016724722227081656,0.032804545015096664,0.0006467817001976073,0.11529609560966492,0.0,0.05359920859336853,0.06710494309663773,3
MCF7,4.0,A133,0,1,60.0,0.025483936071395874,0.0015630185371264815,0.055734653025865555,0.0017323869979009032,0.029909772798419,0.000515452295076102,0.10355491191148758,0.0,0.04874531552195549,0.06216615065932274,4
MCF7,4.0,A133,0,1,60.0,0.05195882171392441,0.0009160850313492119,0.053775984793901443,0.000850403681397438,0.0713067427277565,0.0013786077033728361,0.1515588015317917,0.0,0.10344249755144119,0.11936413496732712,5
MCF7,4.0,A133,0,1,60.0,0.0875840112566948,0.002814688952639699,0.09291965514421463,0.002490374492481351,0.1338576078414917,0.0013751575024798512,0.20200034976005554,0.02294025383889675,0.16191250085830688,0.17496740818023682,6
MCF7,4.0,A133,0,1,60.0,0.05560491606593132,0.004393745679408312,0.09480530768632889,0.0037748459726572037,0.06868907809257507,0.0038662850856781006,0.3358064889907837,0.0,0.1124422624707222,0.15585307776927948,7
MCF7,4.0,A133,0,1,60.0,0.048546213656663895,0.0006807332974858582,0.05082464963197708,0.0005968817858956754,0.04161139577627182,6.123468483565375e-05,0.0610908567905426,0.01631905511021614,0.04784514382481575,0.0514189787209034,8
MCF7,4.0,A133,0,1,60.0,0.02904261276125908,0.0005444013513624668,0.03925111144781113,0.0003350638726260513,0.03144518658518791,5.720030458178371e-05,0.04995321109890938,0.014614630490541458,0.03778235241770744,0.0411517471075058,9
MCF7,4.0,A133,0,1,60.0,0.04168929159641266,0.0018792810151353478,0.06184973195195198,0.0015411609783768654,0.03291124105453491,0.00034994870657101274,0.06157916784286499,0.0,0.04987587779760361,0.0549832358956337,10
MCF7,4.0,A133,0,1,60.0,0.02835017628967762,0.0008710678666830063,0.0436505563557148,0.0006733065820299089,0.03494075685739517,4.9771351768868044e-05,0.05134163796901703,0.018701238557696342,0.04067392647266388,0.043581824749708176,11
