Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,Nuclei_Ed_mean_value,Nuclei_Ed_variance,Nuclei_Ed_not_zero_mean_value,Nuclei_Ed_not_zero_variance,Nuclei_Ed_agg_mean_value,Nuclei_Ed_agg_variance,Nuclei_Ed_agg_max_value,Nuclei_Ed_agg_min_value,Nuclei_Ed_agg_top_50_value,Nuclei_Ed_agg_top_25_value,Mit_Ed_mean_value,Mit_Ed_variance,Mit_Ed_not_zero_mean_value,Mit_Ed_not_zero_variance,Mit_Ed_agg_mean_value,Mit_Ed_agg_variance,Mit_Ed_agg_max_value,Mit_Ed_agg_min_value,Mit_Ed_agg_top_50_value,Mit_Ed_agg_top_25_value
H1975,2.0,Afa,0,6,22.0,1,0.12475753575563431,0.005577652249485254,0.13557271659374237,0.004594933241605759,,,,,,,0.1576065719127655,0.004703192040324211,0.15797768533229828,0.004655638709664345,,,,,,,0.1576065719127655,0.004703192040324211,0.15797768533229828,0.004655638709664345,,,,,,
H1975,2.0,Afa,0,6,22.0,2,0.09959258139133453,0.0048917196691036224,0.11155765503644943,0.004144615959376097,,,,,,,0.10629204660654068,0.0054162065498530865,0.11795681715011597,0.004634655546396971,,,,,,,0.10811073333024979,0.005312259774655104,0.11795681715011597,0.004634655546396971,,,,,,
H1975,2.0,Afa,0,6,22.0,3,0.08703529089689255,0.0026212434750050306,0.08819998800754547,0.0025535947643220425,,,,,,,0.11334829777479172,0.0027998529840260744,0.11537675559520721,0.002615921897813678,,,,,,,0.1152181476354599,0.0026306004729121923,0.11537675559520721,0.002615921897813678,,,,,,
H1975,2.0,Afa,1,6,22.0,1,0.12697507441043854,0.0065696570090949535,0.13566312193870544,0.005840528756380081,,,,,,,0.15639911592006683,0.00745679484680295,0.16328836977481842,0.0066603245213627815,,,,,,,0.15683750808238983,0.007408939301967621,0.16328836977481842,0.0066603245213627815,,,,,,
H1975,2.0,Afa,1,6,22.0,2,0.09941466897726059,0.0040752398781478405,0.10436761379241943,0.0037613457534462214,,,,,,,0.12068645656108856,0.004017488099634647,0.12200253456830978,0.003900734940543771,,,,,,,0.12068645656108856,0.004017488099634647,0.12200253456830978,0.003900734940543771,,,,,,
H1975,2.0,Afa,10,6,22.0,1,0.09359655529260635,0.005601811688393354,0.10777553170919418,0.0049222842790186405,,,,,,,0.12145713716745377,0.007531608454883099,0.13920176029205322,0.006161877419799566,,,,,,,0.12287899106740952,0.0074450611136853695,0.13920176029205322,0.006161877419799566,,,,,,
H1975,2.0,Afa,10,6,22.0,2,0.06292945891618729,0.005416996777057648,0.11493890732526779,0.0039160833694040775,0.14352160692214966,0.0020391398575156927,0.2709982097148895,0.05685245618224144,0.1790751814842224,0.20459699630737305,0.06215788424015045,0.005322066135704517,0.11289657652378082,0.003938176669180393,,,,,,,0.06215788424015045,0.005322066135704517,0.11289657652378082,0.003938176669180393,,,,,,
H1975,2.0,Afa,10,6,22.0,3,0.19109280407428741,0.0060548437759280205,0.19120784103870392,0.006036491598933935,,,,,,,0.23447106778621674,0.005211955867707729,0.23447106778621674,0.005211955867707729,,,,,,,0.23447106778621674,0.005211955867707729,0.23447106778621674,0.005211955867707729,,,,,,
H1975,2.0,Afa,10,6,22.0,4,0.13720567524433136,0.00698614027351141,0.1508564054965973,0.005621901247650385,0.11828546971082687,0.002183495555073023,0.2717757225036621,0.0,0.15601547062397003,0.1785123646259308,0.14984765648841858,0.004902807530015707,0.15149284899234772,0.004707400221377611,,,,,,,0.14984765648841858,0.004902807530015707,0.15149284899234772,0.004707400221377611,,,,,,
H1975,2.0,Afa,10,6,22.0,5,0.19782514870166779,0.015053519047796726,0.21706153452396393,0.012341834604740143,0.11928700655698776,0.002816159278154373,0.2704741060733795,0.0,0.16099593043327332,0.18697476387023926,0.25617653131484985,0.01607021503150463,0.2788855731487274,0.01116154994815588,0.1698768585920334,0.002687073778361082,0.29769182205200195,0.02683807536959648,0.21222226321697235,0.23449671268463135,0.25617653131484985,0.01607021503150463,0.2788855731487274,0.01116154994815588,0.1698768585920334,0.002687073778361082,0.29769182205200195,0.02683807536959648,0.21222226321697235,0.23449671268463135
H1975,2.0,Afa,11,6,22.0,1,0.14446942508220673,0.006923360284417868,0.15039567649364471,0.006316079758107662,,,,,,,0.17257966101169586,0.007669917307794094,0.1792394071817398,0.006772208493202925,,,,,,,0.17257966101169586,0.007669917307794094,0.1792394071817398,0.006772208493202925,,,,,,
H1975,2.0,Afa,12,6,22.0,1,0.07501707226037979,0.005814075469970703,0.12119761854410172,0.0037962528876960278,,,,,,,0.0681726261973381,0.005788068752735853,0.11547000706195831,0.004342334344983101,,,,,,,0.0681726261973381,0.005788068752735853,0.11547000706195831,0.004342334344983101,,,,,,
H1975,2.0,Afa,12,6,22.0,2,0.12191659957170486,0.006728349253535271,0.13562840223312378,0.005625368561595678,,,,,,,0.14961929619312286,0.008317805826663971,0.16279739141464233,0.006905058398842812,,,,,,,0.15038460493087769,0.008245261386036873,0.16279739141464233,0.006905058398842812,,,,,,
H1975,2.0,Afa,12,6,22.0,3,0.228202223777771,0.016202613711357117,0.26534631848335266,0.008983836509287357,0.171301931142807,0.0026764245703816414,0.30764129757881165,0.0,0.21301911771297455,0.2355019748210907,0.2638765871524811,0.01881449855864048,0.30760976672172546,0.00847992766648531,,,,,,,0.2727777659893036,0.017021114006638527,0.30760976672172546,0.00847992766648531,,,,,,
H1975,2.0,Afa,12,6,22.0,4,0.09572591632604599,0.0018246753606945276,0.09776851534843445,0.0016639090608805418,,,,,,,0.11082014441490173,0.0015558790182694793,0.11094333976507187,0.001543941325508058,0.08503701537847519,0.0006684277323074639,0.14060208201408386,0.01574203185737133,0.10577487200498581,0.11726178973913193,0.11082014441490173,0.0015558790182694793,0.11094333976507187,0.001543941325508058,0.08503701537847519,0.0006684277323074639,0.14060208201408386,0.01574203185737133,0.10577487200498581,0.11726178973913193
H1975,2.0,Afa,13,6,22.0,1,0.031041419133543968,0.0015177670866250992,0.05539422482252121,0.0013594903284683824,,,,,,,0.03278006613254547,0.0016647025477141142,0.058217138051986694,0.001475625205785036,,,,,,,0.03495486080646515,0.001699127722531557,0.058217138051986694,0.001475625205785036,,,,,,
H1975,2.0,Afa,14,6,22.0,1,0.10999814420938492,0.007264475338160992,0.13121598958969116,0.005881618242710829,,,,,,,0.13665422797203064,0.007869124412536621,0.15155093371868134,0.006469329819083214,,,,,,,0.13665422797203064,0.007869124412536621,0.15155093371868134,0.006469329819083214,,,,,,
H1975,2.0,Afa,14,6,22.0,2,0.10495012998580933,0.00570122804492712,0.11722050607204437,0.00492945546284318,,,,,,,0.12064991146326065,0.006769930012524128,0.1353541612625122,0.005604736506938934,,,,,,,0.12064991146326065,0.006769930012524128,0.1353541612625122,0.005604736506938934,,,,,,
H1975,2.0,Afa,14,6,22.0,3,0.11113083362579346,0.004213686101138592,0.1141425147652626,0.0039841183461248875,,,,,,,0.14307259023189545,0.004696405492722988,0.14366057515144348,0.004631235264241695,,,,,,,0.14307259023189545,0.004696405492722988,0.14366057515144348,0.004631235264241695,,,,,,
H1975,2.0,Afa,14,6,22.0,4,0.0525420643389225,0.003763594664633274,0.08969154208898544,0.003092621685937047,,,,,,,0.06430207192897797,0.003330789739266038,0.08398637920618057,0.00269720540381968,,,,,,,0.06430207192897797,0.003330789739266038,0.08398637920618057,0.00269720540381968,,,,,,
H1975,2.0,Afa,15,6,22.0,1,0.09228790551424026,0.0042237634770572186,0.10235106945037842,0.0036543519236147404,,,,,,,0.11003939062356949,0.004123474936932325,0.11325229704380035,0.0038800020702183247,,,,,,,0.11003939062356949,0.004123474936932325,0.11325229704380035,0.0038800020702183247,,,,,,
H1975,2.0,Afa,15,6,22.0,2,0.09734971821308136,0.002779610687866807,0.09949807822704315,0.002627196256071329,,,,,,,0.11046324670314789,0.0029252509120851755,0.11162905395030975,0.0028259854298084974,,,,,,,0.11046324670314789,0.0029252509120851755,0.11162905395030975,0.0028259854298084974,,,,,,
H1975,2.0,Afa,15,6,22.0,3,0.07618090510368347,0.004232144448906183,0.09148705005645752,0.0036821458488702774,,,,,,,0.09372900426387787,0.004751891363412142,0.10382413864135742,0.004215578082948923,,,,,,,0.09402009099721909,0.004739280790090561,0.10382413864135742,0.004215578082948923,,,,,,
H1975,2.0,Afa,15,6,22.0,4,0.08345057815313339,0.001167112379334867,0.08409889042377472,0.0011216573184356093,,,,,,,0.09925445169210434,0.0009002452716231346,0.09926000982522964,0.0008997443947009742,,,,,,,0.09925445169210434,0.0009002452716231346,0.09926000982522964,0.0008997443947009742,,,,,,
