Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,Nuclei_Ed_mean_value,Nuclei_Ed_variance,Nuclei_Ed_not_zero_mean_value,Nuclei_Ed_not_zero_variance,Nuclei_Ed_agg_mean_value,Nuclei_Ed_agg_variance,Nuclei_Ed_agg_max_value,Nuclei_Ed_agg_min_value,Nuclei_Ed_agg_top_50_value,Nuclei_Ed_agg_top_25_value,Mit_Ed_mean_value,Mit_Ed_variance,Mit_Ed_not_zero_mean_value,Mit_Ed_not_zero_variance,Mit_Ed_agg_mean_value,Mit_Ed_agg_variance,Mit_Ed_agg_max_value,Mit_Ed_agg_min_value,Mit_Ed_agg_top_50_value,Mit_Ed_agg_top_25_value
H1975,2.0,Afa,16,6,22.0,4,0.10563608258962631,0.0034790749195963144,0.1097986102104187,0.0031591264996677637,0.05942966043949127,0.0006803564610891044,0.13828124105930328,0.0,0.08045582473278046,0.09356821328401566,0.12104527652263641,0.0030715717002749443,0.12168959528207779,0.0030095160473138094,,,,,,,0.12104527652263641,0.0030715717002749443,0.12168959528207779,0.0030095160473138094,,,,,,
H1975,2.0,Afa,17,6,22.0,1,0.16822554171085358,0.01372512336820364,0.19925080239772797,0.010074594058096409,0.08873496204614639,0.0011094801593571901,0.18479081988334656,0.0,0.11543477326631546,0.13316820561885834,0.2590089738368988,0.012607677839696407,0.27341875433921814,0.009369190782308578,,,,,,,0.2590089738368988,0.012607677839696407,0.27341875433921814,0.009369190782308578,,,,,,
H1975,2.0,Afa,17,6,22.0,2,0.06730832159519196,0.0042556594125926495,0.09090353548526764,0.0036026102025061846,,,,,,,0.0898594856262207,0.004393001087009907,0.09792976826429367,0.003997215535491705,,,,,,,0.0898594856262207,0.004393001087009907,0.09792976826429367,0.003997215535491705,,,,,,
H1975,2.0,Afa,18,6,22.0,1,0.11038759350776672,0.004058732185512781,0.1131863221526146,0.0038448579143732786,,,,,,,0.126913920044899,0.004587954841554165,0.12842796742916107,0.0044482434168457985,,,,,,,0.126913920044899,0.004587954841554165,0.12842796742916107,0.0044482434168457985,,,,,,
H1975,2.0,Afa,18,6,22.0,2,0.05199950560927391,0.0012535210698843002,0.060245051980018616,0.000955538300331682,,,,,,,0.061426371335983276,0.0011317533208057284,0.06456297636032104,0.0009870347566902637,,,,,,,0.06233447045087814,0.0010918787447735667,0.06456297636032104,0.0009870347566902637,,,,,,
H1975,2.0,Afa,19,6,22.0,1,0.10359355807304382,0.005096058361232281,0.11232750117778778,0.004544644150882959,0.0880478024482727,0.0018096534768119454,0.16266603767871857,0.0019457496237009764,0.12207254767417908,0.13832640647888184,0.14366678893566132,0.005498743150383234,0.1456831693649292,0.005282166413962841,0.09699428826570511,0.001673397608101368,0.21757067739963531,0.0,0.12976080179214478,0.15157656371593475,0.14366678893566132,0.005498743150383234,0.1456831693649292,0.005282166413962841,0.09699428826570511,0.001673397608101368,0.21757067739963531,0.0,0.12976080179214478,0.15157656371593475
H1975,2.0,Afa,19,6,22.0,2,0.11948841065168381,0.00609959289431572,0.128102645277977,0.005435822065919638,0.07353682070970535,0.0013936393661424518,0.22163701057434082,0.0,0.10326794534921646,0.12281661480665207,0.14988406002521515,0.006618669722229242,0.15428845584392548,0.006133615504950285,,,,,,,0.14988406002521515,0.006618669722229242,0.15428845584392548,0.006133615504950285,,,,,,
H1975,2.0,Afa,2,6,22.0,1,0.05412285402417183,0.0017345314845442772,0.0636586844921112,0.0014330977573990822,,,,,,,0.06210516393184662,0.0015850445488467813,0.06503281742334366,0.001469370094127953,,,,,,,0.06210516393184662,0.0015850445488467813,0.06503281742334366,0.001469370094127953,,,,,,
H1975,2.0,Afa,2,6,22.0,2,0.06610199809074402,0.0035767334047704935,0.08877616375684738,0.002790692262351513,,,,,,,0.07711367309093475,0.003329694736748934,0.09137121587991714,0.002642593113705516,,,,,,,0.07734508812427521,0.0033217885065823793,0.09137121587991714,0.002642593113705516,,,,,,
H1975,2.0,Afa,2,6,22.0,3,0.15372925996780396,0.0069719539023935795,0.16957786679267883,0.005003151949495077,0.12313814461231232,0.0013624567072838545,0.22926665842533112,0.020272254943847656,0.15315376222133636,0.1693841516971588,0.16654905676841736,0.003362748771905899,0.16664205491542816,0.003349130041897297,0.11794379353523254,0.001255655544809997,0.2180759608745575,0.020272254943847656,0.1464863419532776,0.16227968037128448,0.16654905676841736,0.003362748771905899,0.16664205491542816,0.003349130041897297,0.11794379353523254,0.001255655544809997,0.2180759608745575,0.020272254943847656,0.1464863419532776,0.16227968037128448
