ObjectNumber,Ed_cell_mean_value,Ed_cell_variance,Ed_agg_mean_value,Ed_agg_max_value,Ed_agg_min_value,Ed_agg_top_50_value,Ed_agg_top_25_value,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site
1,0.2263732403516769,0.0062392656691372,0.12403401732444763,0.23143668472766876,0.00181085045915097,0.15762348473072052,0.17425967752933502,A549,4.0,afatinib,0
2,0.254562646150589,0.0054010334424674,0.1713164746761322,0.2730127274990082,0.07992274314165115,0.20459389686584473,0.22857841849327087,A549,4.0,afatinib,0
3,0.2356118410825729,0.0062566655687987,0.18154078722000122,0.2882338762283325,0.0681946650147438,0.2251555621623993,0.24569834768772125,A549,4.0,afatinib,0
4,0.1423263102769851,0.0049478402361273,0.05024249851703644,0.12344194203615189,0.0015383787686005235,0.07030805945396423,0.0829702839255333,A549,4.0,afatinib,0
1,0.1390170156955719,0.0196515675634145,0.180696040391922,0.4647868573665619,0.0012296922504901886,0.24931266903877258,0.28939104080200195,A549,4.0,afatinib,1
2,0.1278594881296157,0.006625841371715,0.11115609854459763,0.25244101881980896,0.00013692221546079963,0.1618504375219345,0.19473223388195038,A549,4.0,afatinib,1
3,0.3763618469238281,0.0172172635793685,0.2466711401939392,0.3582128584384918,0.14886829257011414,0.2832685708999634,0.30403533577919006,A549,4.0,afatinib,1
4,0.2535930871963501,0.0112966811284422,0.15987452864646912,0.31246498227119446,0.047971371561288834,0.20136640965938568,0.2273125797510147,A549,4.0,afatinib,1
5,0.1917055249214172,0.0052307061851024,0.13711926341056824,0.23236845433712006,0.060531724244356155,0.16390028595924377,0.18167294561862946,A549,4.0,afatinib,1
6,0.1103190407156944,0.0022048954851925,0.10058517754077911,0.194063201546669,0.03321727737784386,0.1237737387418747,0.14092104136943817,A549,4.0,afatinib,1
7,0.234744057059288,0.0112730143591761,0.11939847469329834,0.24761083722114563,0.04198474809527397,0.15192252397537231,0.17500044405460358,A549,4.0,afatinib,1
8,0.1012501865625381,0.0024674078449606,0.05611640214920044,0.12925377488136292,0.0005419295630417764,0.07355426996946335,0.08344357460737228,A549,4.0,afatinib,1
9,0.0915959179401397,0.001314828172326,0.0564180389046669,0.11874188482761383,0.0011059169191867113,0.08375241607427597,0.09935159236192703,A549,4.0,afatinib,1
1,0.1480309069156646,0.0103041287511587,0.08512190729379654,0.2487104833126068,0.001259972108528018,0.12964317202568054,0.15602539479732513,A549,4.0,afatinib,10
2,0.0014341332716867,0.0004131008754484,0.0,0.0,0.0,0.0,0.0,A549,4.0,afatinib,10
3,0.1331008225679397,0.0041213347576558,0.08742836117744446,0.18984290957450867,0.002667539520189166,0.11679042130708694,0.13442251086235046,A549,4.0,afatinib,10
4,0.0238002631813287,0.0051376824267208,0.19690333306789398,0.4364556670188904,0.0497368723154068,0.25572213530540466,0.2996993958950043,A549,4.0,afatinib,10
5,0.1895668059587478,0.0046706432476639,0.13211055099964142,0.24877752363681793,0.007468974217772484,0.1641019731760025,0.18376663327217102,A549,4.0,afatinib,10
6,0.113591730594635,0.0015737786889076,0.08058410882949829,0.15027205646038055,0.031588658690452576,0.09891579300165176,0.11183694750070572,A549,4.0,afatinib,10
7,0.1014313250780105,0.035602930933237,0.3774639964103699,0.5465136766433716,0.1720523089170456,0.44761914014816284,0.4845934212207794,A549,4.0,afatinib,10
8,0.1660126447677612,0.004906740039587,0.11056835204362869,0.2013368159532547,0.021552735939621925,0.14436092972755432,0.16782218217849731,A549,4.0,afatinib,10
1,0.2789035737514496,0.0064720655791461,0.2084299772977829,0.3427296280860901,0.12036475539207458,0.24595853686332703,0.28116294741630554,A549,4.0,afatinib,11
2,0.3709774613380432,0.0056423060595989,0.3349039554595947,0.4296343922615051,0.2210199385881424,0.3708987832069397,0.38721561431884766,A549,4.0,afatinib,11
3,0.0505520664155483,0.0007987860008142,0.033115532249212265,0.08874723315238953,0.000273431243840605,0.04608660563826561,0.05348846688866615,A549,4.0,afatinib,11
